customer_id,age,gender,country,join_date,membership_type,devices_owned,profile_count,is_active,avg_watch_minutes,avg_sessions,binge_days,active_days,late_ratio,payment_count,avg_amount_due,avg_amount_paid,ticket_count,avg_resolution,unresolved_count,churn
CUST_000017,20,Female,AU,2022-07-27,Standard,2,1,1,36.57142857142857,2.142857142857143,0,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_000018,39,Male,US,2023-02-27,Standard,3,4,1,107.36263736263736,2.230769230769231,11,91,0.0833333333333333,12,15.49,14.199166666666668,0.0,0.0,0.0,1
CUST_000019,19,Male,UK,2022-05-19,Basic,2,1,1,47.86813186813187,2.0,0,91,0.0,12,9.99,9.99,1.0,30.82,0.0,1
CUST_000020,41,Male,CA,2022-07-22,Basic,4,1,1,38.35164835164835,2.274725274725274,0,91,0.0833333333333333,12,9.99,9.574166666666668,1.0,7.38,0.0,1
CUST_000021,61,Female,US,2022-09-11,Standard,4,4,1,99.57142857142856,2.241758241758242,8,91,0.0833333333333333,12,15.49,14.199166666666668,1.0,25.92,0.0,0
CUST_000022,47,Female,IN,2023-07-23,Basic,1,3,1,90.65934065934066,2.208791208791209,4,91,0.1666666666666666,12,9.99,8.325000000000001,1.0,9.89,0.0,1
CUST_000023,55,Male,US,2023-03-02,Basic,4,3,1,67.08791208791209,2.021978021978022,0,91,0.0,12,9.99,9.99,1.0,20.71,0.0,0
CUST_000024,19,Male,BR,2024-07-22,Basic,2,4,1,64.36263736263736,2.2527472527472527,0,91,0.1666666666666666,6,9.99,9.99,1.0,50.97,0.0,1
CUST_000025,38,Male,AU,2024-08-26,Standard,2,2,1,54.83516483516483,2.1868131868131866,0,91,0.0,5,15.49,15.49,1.0,2.68,0.0,1
CUST_000026,50,Male,DE,2024-02-01,Standard,2,1,1,85.47252747252747,1.868131868131868,1,91,0.1818181818181818,11,15.490000000000002,14.785454545454549,0.0,0.0,0.0,0
CUST_000027,29,Female,DE,2023-07-23,Standard,3,3,1,95.31868131868131,2.131868131868132,2,91,0.1666666666666666,12,15.49,12.908333333333331,1.0,70.46,0.0,1
CUST_000028,39,Female,CA,2023-08-02,Basic,1,3,1,42.1978021978022,1.956043956043956,0,91,0.0,12,9.99,9.99,0.0,0.0,0.0,0
CUST_000029,61,Male,US,2022-08-19,Standard,3,2,1,80.62637362637362,2.274725274725274,1,91,0.0,12,15.49,15.49,1.0,28.14,0.0,1
CUST_000030,42,Male,UK,2024-09-21,Standard,2,3,1,105.35164835164836,2.1648351648351647,5,91,0.0,4,15.49,15.49,0.0,0.0,0.0,0
CUST_000031,66,Male,US,2022-10-13,Basic,3,3,1,74.24175824175825,2.131868131868132,0,91,0.0,12,9.99,9.99,1.0,24.65,0.0,1
CUST_000032,44,Female,AU,2024-07-10,Basic,1,3,1,77.45054945054945,2.197802197802198,0,91,0.1666666666666666,6,9.99,8.325000000000001,1.0,9.02,0.0,1
CUST_000033,59,Male,US,2022-02-23,Premium,1,4,1,109.91208791208793,2.1538461538461537,14,91,0.0,12,19.99,19.99,0.0,0.0,0.0,0
CUST_000034,45,Other,AU,2024-02-29,Standard,1,3,1,107.48351648351648,2.1648351648351647,7,91,0.0909090909090909,11,15.490000000000002,14.785454545454549,0.0,0.0,0.0,0
CUST_000035,33,Female,US,2023-08-01,Standard,1,3,1,65.49450549450549,2.21978021978022,0,91,0.0,12,15.49,15.49,1.0,9.7,0.0,0
CUST_000036,32,Male,DE,2023-01-24,Basic,2,4,1,46.7032967032967,2.10989010989011,0,91,0.0833333333333333,12,9.99,9.99,0.0,0.0,0.0,1
CUST_000037,64,Female,US,2024-11-02,Premium,4,3,1,68.56666666666666,1.8833333333333333,0,60,0.0,2,19.99,19.99,0.0,0.0,0.0,0
CUST_000038,68,Female,US,2022-12-09,Standard,2,2,1,61.1978021978022,1.945054945054945,0,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_000039,61,Female,BR,2022-12-05,Premium,2,1,1,166.43956043956044,2.21978021978022,45,91,0.0,12,19.99,19.99,0.0,0.0,0.0,1
CUST_000040,69,Male,US,2022-01-24,Premium,2,4,1,118.86813186813188,2.263736263736264,15,91,0.0,12,19.99,19.99,1.0,5.05,0.0,0
CUST_000041,20,Male,BR,2024-11-24,Premium,2,4,1,147.07894736842104,1.947368421052632,13,38,0.0,2,19.99,19.99,0.0,0.0,0.0,1
CUST_000042,54,Female,IN,2023-08-09,Premium,3,3,1,132.8021978021978,2.043956043956044,23,91,0.0833333333333333,12,19.99,19.99,1.0,11.12,0.0,1
CUST_000043,68,Female,US,2023-02-26,Basic,1,1,1,15.615384615384617,1.934065934065934,0,91,0.25,12,9.99,8.7425,1.0,3.84,0.0,0
CUST_000044,24,Female,AU,2024-11-08,Premium,4,2,1,147.66666666666666,2.1481481481481484,20,54,0.0,2,19.99,19.99,0.0,0.0,0.0,1
CUST_000045,38,Female,UK,2023-01-13,Basic,4,2,1,18.571428571428573,2.2857142857142856,0,91,0.0833333333333333,12,9.99,9.574166666666668,1.0,13.08,0.0,1
CUST_000046,26,Female,BR,2022-05-08,Premium,4,1,1,119.89010989010988,2.318681318681319,10,91,0.0,12,19.99,19.99,0.0,0.0,0.0,0
CUST_000047,56,Female,UK,2023-03-09,Basic,2,1,1,58.26373626373626,2.208791208791209,0,91,0.1666666666666666,12,9.99,9.1575,0.0,0.0,0.0,0
CUST_000048,35,Male,IN,2024-02-16,Standard,1,2,1,14.417582417582418,2.0549450549450547,0,91,0.0,11,15.490000000000002,15.490000000000002,2.0,9.85,0.0,1
CUST_000049,21,Female,US,2024-03-24,Basic,1,3,1,61.5054945054945,2.1648351648351647,0,91,0.2,10,9.99,8.991,0.0,0.0,0.0,1
CUST_000050,42,Female,US,2023-05-30,Standard,4,1,1,65.56043956043956,1.901098901098901,0,91,0.0,12,15.49,15.49,1.0,46.08,1.0,1
CUST_000051,31,Female,UK,2023-05-17,Basic,4,1,1,86.42857142857143,2.1538461538461537,1,91,0.25,12,9.99,8.325833333333334,0.0,0.0,0.0,1
CUST_000052,67,Female,CA,2024-09-15,Standard,2,3,1,90.48351648351648,2.2857142857142856,1,91,0.0,4,15.49,15.49,0.0,0.0,0.0,0
CUST_000053,26,Male,CA,2023-02-21,Premium,4,4,1,153.95604395604394,2.2527472527472527,33,91,0.0,12,19.99,19.99,1.0,8.41,0.0,0
CUST_000054,43,Female,IN,2022-04-10,Standard,2,1,1,66.2967032967033,1.824175824175824,0,91,0.0,12,15.49,15.49,1.0,21.54,0.0,1
CUST_000055,19,Female,IN,2024-05-28,Basic,4,3,1,67.35164835164835,2.120879120879121,0,91,0.0,8,9.99,9.99,2.0,30.0,0.0,0
CUST_000056,37,Male,US,2023-03-04,Standard,1,2,1,105.48351648351648,2.131868131868132,10,91,0.0,12,15.49,15.49,1.0,3.59,0.0,0
CUST_000057,45,Male,US,2023-11-09,Basic,1,4,1,73.81318681318682,2.21978021978022,0,91,0.0833333333333333,12,9.99,9.574166666666668,1.0,6.13,0.0,1
CUST_000058,64,Male,CA,2022-05-29,Standard,1,1,1,78.52747252747253,2.197802197802198,0,91,0.0833333333333333,12,15.49,14.844166666666666,2.0,28.635,0.0,0
CUST_000059,24,Male,US,2023-11-06,Premium,3,3,1,68.42857142857143,1.967032967032967,0,91,0.1666666666666666,12,19.99,16.65833333333333,1.0,33.27,0.0,1
CUST_000060,61,Male,US,2023-03-27,Standard,4,4,1,89.63736263736264,1.879120879120879,3,91,0.0,12,15.49,15.49,2.0,16.015,0.0,1
CUST_000061,25,Male,US,2023-06-18,Basic,3,3,1,51.38461538461539,2.065934065934066,0,91,0.0,12,9.99,9.99,0.0,0.0,0.0,0
CUST_000062,64,Female,AU,2023-06-16,Basic,1,2,1,47.69230769230769,2.351648351648352,0,91,0.25,12,9.99,9.1575,2.0,32.25,0.0,1
CUST_000063,52,Female,BR,2024-05-17,Premium,4,1,1,120.95604395604396,2.2527472527472527,19,91,0.0,8,19.99,19.99,0.0,0.0,0.0,0
CUST_000064,31,Female,US,2023-12-24,Basic,3,3,1,65.67032967032966,2.21978021978022,0,91,0.0,12,9.99,9.99,1.0,46.72,0.0,1
CUST_000065,34,Female,US,2024-05-13,Standard,1,1,1,97.64835164835164,2.3076923076923075,3,91,0.0,8,15.49,15.49,0.0,0.0,0.0,1
CUST_000066,53,Male,BR,2024-03-29,Standard,1,3,1,111.56043956043956,1.879120879120879,12,91,0.0,10,15.49,15.49,0.0,0.0,0.0,1
CUST_000067,67,Male,CA,2022-09-03,Standard,4,1,1,108.93406593406591,2.175824175824176,8,91,0.0833333333333333,12,15.49,14.199166666666668,1.0,4.7,0.0,0
CUST_000068,57,Female,BR,2022-06-03,Premium,4,1,1,161.4945054945055,1.934065934065934,48,91,0.0833333333333333,12,19.99,19.156666666666663,1.0,11.97,0.0,0
CUST_000069,21,Male,AU,2022-09-03,Basic,2,4,1,72.42857142857143,2.208791208791209,0,91,0.1666666666666666,12,9.99,9.1575,1.0,56.62,1.0,0
CUST_000070,19,Other,IN,2024-03-25,Standard,4,3,1,77.6043956043956,2.10989010989011,0,91,0.0,10,15.49,15.49,0.0,0.0,0.0,1
CUST_000071,23,Female,US,2023-01-28,Standard,1,3,1,81.3076923076923,2.263736263736264,0,91,0.0,12,15.49,15.49,1.0,5.24,0.0,0
CUST_000072,59,Female,BR,2022-06-12,Basic,2,1,1,50.34065934065934,2.131868131868132,0,91,0.0833333333333333,12,9.99,9.99,1.0,30.17,0.0,1
CUST_000073,21,Other,AU,2023-04-11,Basic,2,1,1,81.98901098901099,2.032967032967033,1,91,0.25,12,9.99,7.4925,0.0,0.0,0.0,1
CUST_000074,46,Male,IN,2023-05-27,Standard,4,4,1,132.92307692307693,2.1868131868131866,22,91,0.0833333333333333,12,15.49,14.199166666666668,0.0,0.0,0.0,1
CUST_000075,35,Male,IN,2024-04-27,Basic,1,2,1,65.46153846153847,2.3076923076923075,0,91,0.1111111111111111,9,9.99,9.99,0.0,0.0,0.0,1
CUST_000076,43,Female,US,2023-05-30,Premium,3,3,1,105.74725274725274,2.087912087912088,7,91,0.0,12,19.99,19.99,1.0,31.37,0.0,0
CUST_000077,61,Male,CA,2022-05-26,Basic,1,1,1,43.97802197802198,2.098901098901099,0,91,0.0833333333333333,12,9.99,9.1575,0.0,0.0,0.0,1
CUST_000078,51,Female,BR,2022-10-23,Basic,1,4,1,72.7032967032967,2.230769230769231,0,91,0.0,12,9.99,9.99,1.0,2.89,0.0,1
CUST_000079,27,Male,AU,2024-03-17,Basic,4,1,1,102.36263736263736,2.1868131868131866,6,91,0.0,10,9.99,9.99,1.0,7.18,0.0,0
CUST_000080,53,Female,IN,2022-11-10,Basic,3,3,1,58.38461538461539,1.912087912087912,0,91,0.0,12,9.99,9.99,2.0,19.475,0.0,0
CUST_000081,31,Female,BR,2023-07-23,Standard,2,4,1,80.58241758241758,2.131868131868132,4,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_000082,48,Female,US,2022-10-07,Basic,3,4,1,30.81318681318681,2.120879120879121,0,91,0.1666666666666666,12,9.99,8.741666666666667,2.0,15.395,0.0,1
CUST_000083,65,Male,US,2023-04-22,Standard,4,1,1,91.97802197802196,1.945054945054945,5,91,0.0,12,15.49,15.49,1.0,7.35,0.0,1
CUST_000084,32,Male,UK,2023-06-18,Premium,1,1,1,126.3956043956044,2.175824175824176,23,91,0.1666666666666666,12,19.99,17.49083333333333,0.0,0.0,0.0,1
CUST_000085,25,Female,US,2023-04-19,Standard,1,2,1,100.50549450549453,2.076923076923077,4,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_000086,31,Male,IN,2022-07-31,Basic,3,2,1,76.95604395604396,2.318681318681319,0,91,0.0833333333333333,12,9.99,9.574166666666668,0.0,0.0,0.0,0
CUST_000087,40,Female,US,2023-12-29,Premium,3,3,1,134.84615384615384,2.0,29,91,0.0833333333333333,12,19.99,19.156666666666663,0.0,0.0,0.0,0
CUST_000088,57,Female,BR,2023-08-11,Basic,4,3,1,32.24175824175824,2.131868131868132,0,91,0.0833333333333333,12,9.99,9.99,0.0,0.0,0.0,1
CUST_000089,38,Female,DE,2023-04-25,Standard,3,4,1,120.81318681318682,2.1868131868131866,20,91,0.0,12,15.49,15.49,1.0,8.08,0.0,1
CUST_000090,33,Female,UK,2022-03-02,Standard,4,3,1,154.9010989010989,2.032967032967033,40,91,0.0,12,15.49,15.49,0.0,0.0,0.0,0
CUST_000091,62,Male,US,2024-02-11,Basic,2,2,1,63.61538461538461,1.868131868131868,0,91,0.1818181818181818,11,9.99,9.082727272727272,2.0,26.095,0.0,1
CUST_000092,35,Female,IN,2023-08-11,Premium,3,2,1,110.64835164835164,1.901098901098901,12,91,0.0,12,19.99,19.99,0.0,0.0,0.0,0
CUST_000093,64,Female,AU,2022-07-28,Basic,1,2,1,79.49450549450549,2.1648351648351647,0,91,0.0833333333333333,12,9.99,9.1575,1.0,37.43,1.0,1
CUST_000094,41,Male,IN,2022-02-06,Standard,3,1,1,100.0,1.934065934065934,11,91,0.0833333333333333,12,15.49,14.844166666666666,0.0,0.0,0.0,1
CUST_000095,43,Other,US,2023-08-28,Basic,1,2,1,63.8021978021978,2.032967032967033,0,91,0.0833333333333333,12,9.99,9.574166666666668,1.0,26.9,0.0,1
CUST_000096,42,Male,US,2023-02-16,Standard,2,2,1,95.2087912087912,2.175824175824176,9,91,0.0833333333333333,12,15.49,14.844166666666666,0.0,0.0,0.0,0
CUST_000097,62,Male,US,2023-10-10,Standard,2,3,1,102.84615384615384,2.043956043956044,12,91,0.0833333333333333,12,15.49,15.49,0.0,0.0,0.0,1
CUST_000098,58,Male,US,2024-01-05,Basic,3,2,1,93.0,2.197802197802198,1,91,0.0833333333333333,12,9.99,9.99,0.0,0.0,0.0,1
CUST_000099,46,Other,DE,2024-06-30,Standard,4,2,1,82.28571428571429,2.032967032967033,3,91,0.0,7,15.49,15.49,1.0,76.12,0.0,1
CUST_000100,32,Male,DE,2023-05-22,Standard,1,1,1,95.83516483516485,1.978021978021978,5,91,0.0833333333333333,12,15.49,14.199166666666668,1.0,5.13,0.0,0
CUST_000101,62,Female,US,2024-04-09,Standard,2,2,1,137.04395604395606,2.087912087912088,32,91,0.0,9,15.49,15.49,0.0,0.0,0.0,1
CUST_000102,18,Female,US,2024-08-30,Standard,3,3,1,85.86813186813187,2.2967032967032965,5,91,0.0,5,15.49,15.49,2.0,28.06,0.0,1
CUST_000103,42,Male,US,2023-03-26,Standard,2,1,1,81.07692307692308,1.868131868131868,0,91,0.0,12,15.49,15.49,1.0,11.32,0.0,1
CUST_000104,24,Male,AU,2022-04-30,Basic,3,4,1,56.12087912087912,2.3076923076923075,0,91,0.0833333333333333,12,9.99,9.574166666666668,1.0,5.91,0.0,1
CUST_000105,26,Female,UK,2023-09-26,Standard,1,2,1,74.89010989010988,2.032967032967033,0,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_000106,41,Male,IN,2022-07-31,Standard,3,2,1,92.06593406593409,2.043956043956044,7,91,0.0,12,15.49,15.49,1.0,27.56,0.0,1
CUST_000107,18,Female,CA,2022-10-11,Standard,1,2,1,29.0,2.318681318681319,0,91,0.1666666666666666,12,15.49,14.198333333333332,1.0,59.06,0.0,1
CUST_000108,61,Male,IN,2022-10-04,Premium,2,4,1,145.92307692307693,1.945054945054945,36,91,0.0,12,19.99,19.99,0.0,0.0,0.0,1
CUST_000109,25,Female,CA,2024-11-30,Basic,1,1,1,21.0625,2.15625,0,32,0.0,2,9.99,9.99,1.0,30.36,1.0,1
CUST_000110,41,Female,US,2024-08-26,Basic,1,1,1,68.87912087912088,1.879120879120879,0,91,0.0,5,9.99,9.99,0.0,0.0,0.0,0
CUST_000111,28,Male,IN,2024-06-24,Basic,4,2,1,95.24175824175823,2.4285714285714284,4,91,0.0,7,9.99,9.99,1.0,24.33,0.0,1
CUST_000112,68,Male,IN,2023-06-27,Basic,2,4,1,24.824175824175825,2.0549450549450547,0,91,0.0,12,9.99,9.99,0.0,0.0,0.0,1
CUST_000113,34,Male,US,2023-04-06,Basic,1,3,1,64.91208791208791,2.142857142857143,0,91,0.0,12,9.99,9.99,0.0,0.0,0.0,1
CUST_000114,25,Male,US,2023-03-29,Premium,4,4,1,23.582417582417584,2.4065934065934065,0,91,0.0833333333333333,12,19.99,19.156666666666663,1.0,12.48,0.0,0
CUST_000115,52,Female,CA,2022-12-26,Basic,4,2,1,46.27472527472528,2.21978021978022,0,91,0.0,12,9.99,9.99,1.0,9.41,0.0,0
CUST_000116,52,Female,CA,2024-07-22,Standard,1,4,1,116.65934065934066,2.1538461538461537,16,91,0.1666666666666666,6,15.49,15.49,1.0,7.59,0.0,1
CUST_000117,50,Male,IN,2023-10-08,Basic,3,1,1,13.021978021978022,2.230769230769231,0,91,0.0833333333333333,12,9.99,9.99,0.0,0.0,0.0,1
CUST_000118,22,Female,AU,2023-10-31,Standard,1,1,1,121.65934065934066,1.934065934065934,23,91,0.1666666666666666,12,15.49,14.198333333333332,0.0,0.0,0.0,0
CUST_000119,59,Female,US,2022-07-25,Premium,3,1,1,132.63736263736263,1.78021978021978,31,91,0.0,12,19.99,19.99,1.0,37.86,0.0,0
CUST_000120,56,Male,US,2022-03-30,Basic,1,3,1,54.0,1.7912087912087913,0,91,0.0,12,9.99,9.99,0.0,0.0,0.0,0
CUST_000121,58,Male,US,2024-07-24,Premium,2,4,1,101.16483516483515,2.175824175824176,4,91,0.0,6,19.99,19.99,0.0,0.0,0.0,0
CUST_000122,45,Female,UK,2024-11-26,Premium,4,2,1,163.33333333333334,1.7777777777777777,17,36,0.0,2,19.99,19.99,1.0,7.39,0.0,1
CUST_000123,24,Female,CA,2023-01-09,Standard,1,2,1,88.50549450549451,2.076923076923077,2,91,0.1666666666666666,12,15.49,14.199166666666668,1.0,20.96,1.0,1
CUST_000124,26,Female,BR,2023-01-27,Basic,1,1,1,46.38461538461539,2.263736263736264,0,91,0.0,12,9.99,9.99,0.0,0.0,0.0,0
CUST_000125,25,Female,US,2023-12-12,Standard,1,2,1,90.74725274725274,2.065934065934066,0,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_000126,29,Male,IN,2024-09-20,Premium,3,3,1,148.03296703296704,2.1648351648351647,34,91,0.25,4,19.99,17.49,2.0,50.19499999999999,0.0,1
CUST_000127,51,Female,DE,2022-02-24,Basic,2,4,1,98.54945054945055,2.1538461538461537,6,91,0.0833333333333333,12,9.99,9.99,0.0,0.0,0.0,1
CUST_000128,50,Female,AU,2024-08-01,Standard,2,3,1,64.23076923076923,2.098901098901099,0,91,0.0,5,15.49,15.49,0.0,0.0,0.0,1
CUST_000129,65,Female,AU,2024-01-25,Basic,1,4,1,54.527472527472526,1.945054945054945,0,91,0.1666666666666666,12,9.99,8.325000000000001,0.0,0.0,0.0,1
CUST_000130,40,Male,BR,2023-08-09,Basic,4,4,1,30.63736263736264,2.0549450549450547,0,91,0.0,12,9.99,9.99,0.0,0.0,0.0,1
CUST_000131,41,Male,AU,2022-11-10,Premium,4,4,1,127.71428571428572,2.021978021978022,24,91,0.0,12,19.99,19.99,0.0,0.0,0.0,1
CUST_000132,54,Male,US,2022-01-16,Standard,1,2,1,8.516483516483516,2.175824175824176,0,91,0.0833333333333333,12,15.49,14.844166666666666,0.0,0.0,0.0,1
CUST_000133,52,Other,US,2022-01-29,Basic,3,2,1,49.46153846153846,1.967032967032967,0,91,0.0833333333333333,12,9.99,9.99,1.0,5.05,0.0,1
CUST_000134,61,Male,US,2024-02-15,Standard,4,2,1,86.8021978021978,1.967032967032967,3,91,0.0,11,15.490000000000002,15.490000000000002,1.0,17.74,0.0,0
CUST_000135,57,Male,BR,2022-12-22,Basic,2,2,1,67.08791208791209,2.230769230769231,0,91,0.1666666666666666,12,9.99,9.1575,0.0,0.0,0.0,0
CUST_000136,39,Male,AU,2023-11-26,Basic,4,2,1,55.13186813186813,2.131868131868132,0,91,0.0,12,9.99,9.99,1.0,31.22,0.0,1
CUST_000137,44,Male,US,2023-07-18,Standard,4,2,1,92.74725274725274,1.912087912087912,3,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_000138,52,Female,IN,2023-05-26,Standard,1,1,1,80.28571428571429,2.1538461538461537,1,91,0.0833333333333333,12,15.49,14.844166666666666,0.0,0.0,0.0,0
CUST_000139,18,Female,BR,2022-12-13,Basic,4,1,1,75.93406593406593,2.21978021978022,0,91,0.1666666666666666,12,9.99,9.158333333333331,0.0,0.0,0.0,0
CUST_000140,52,Female,AU,2024-04-24,Basic,1,1,1,66.17582417582418,2.21978021978022,0,91,0.1111111111111111,9,9.99,9.435555555555556,1.0,11.03,0.0,1
CUST_000141,54,Male,IN,2024-07-10,Standard,2,3,1,69.05494505494505,2.4505494505494507,0,91,0.0,6,15.49,15.49,0.0,0.0,0.0,1
CUST_000142,64,Female,AU,2022-01-25,Premium,4,3,1,144.57142857142858,2.175824175824176,32,91,0.0,12,19.99,19.99,0.0,0.0,0.0,0
CUST_000143,31,Male,US,2022-04-02,Premium,1,3,1,105.5934065934066,2.2527472527472527,8,91,0.0833333333333333,12,19.99,18.324166666666667,0.0,0.0,0.0,0
CUST_000144,20,Male,US,2022-11-25,Basic,1,4,1,32.08791208791209,2.010989010989011,0,91,0.1666666666666666,12,9.99,9.1575,2.0,22.095,0.0,1
CUST_000145,18,Male,UK,2024-08-29,Standard,2,4,1,71.62637362637362,2.21978021978022,0,91,0.2,5,15.49,12.392,0.0,0.0,0.0,0
CUST_000146,22,Male,CA,2023-08-25,Premium,4,3,1,71.41758241758242,2.3846153846153846,0,91,0.1666666666666666,12,19.99,16.65833333333333,1.0,8.36,0.0,1
CUST_000147,43,Male,US,2022-12-08,Standard,3,1,1,86.24175824175825,2.1648351648351647,4,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_000148,31,Female,BR,2024-06-15,Premium,4,2,1,106.17582417582418,2.065934065934066,12,91,0.0,7,19.99,19.99,0.0,0.0,0.0,1
CUST_000149,56,Female,BR,2023-01-31,Premium,1,2,1,91.95604395604396,2.131868131868132,3,91,0.0,12,19.99,19.99,1.0,12.97,0.0,0
CUST_000150,44,Female,BR,2023-06-26,Basic,1,2,1,88.0989010989011,2.098901098901099,2,91,0.25,12,9.99,9.1575,2.0,13.625,0.0,1
CUST_000151,26,Male,US,2023-06-10,Basic,2,4,1,26.01098901098901,2.087912087912088,0,91,0.0,12,9.99,9.99,2.0,45.575,1.0,1
CUST_000152,32,Male,UK,2023-02-13,Basic,2,3,1,76.67032967032966,2.021978021978022,0,91,0.3333333333333333,12,9.99,8.325833333333334,0.0,0.0,0.0,1
CUST_000153,32,Male,CA,2024-06-01,Basic,3,1,1,45.30769230769231,2.43956043956044,0,91,0.1428571428571428,7,9.99,9.277142857142858,1.0,46.76,0.0,1
CUST_000154,43,Other,US,2022-03-12,Premium,3,2,1,57.94505494505494,1.912087912087912,0,91,0.0833333333333333,12,19.99,18.324166666666667,1.0,30.5,1.0,1
CUST_000155,59,Female,IN,2023-06-29,Premium,1,3,1,112.23076923076924,2.2527472527472527,10,91,0.0,12,19.99,19.99,1.0,5.69,0.0,1
CUST_000156,30,Female,US,2024-03-29,Basic,3,3,1,24.37362637362637,2.230769230769231,0,91,0.2,10,9.99,8.992,0.0,0.0,0.0,1
CUST_000157,68,Male,US,2023-08-25,Standard,3,4,1,87.07692307692308,2.087912087912088,2,91,0.0,12,15.49,15.49,2.0,11.345,0.0,0
CUST_000158,49,Female,BR,2024-06-03,Standard,3,4,1,60.92307692307692,2.3956043956043955,0,91,0.0,7,15.49,15.49,2.0,15.19,0.0,1
CUST_000159,56,Male,US,2024-04-26,Basic,4,4,1,90.6153846153846,2.1538461538461537,0,91,0.0,9,9.99,9.99,2.0,5.645,1.0,0
CUST_000160,66,Female,AU,2024-02-26,Standard,4,4,1,82.31868131868131,2.318681318681319,0,91,0.0,11,15.490000000000002,15.490000000000002,1.0,25.23,0.0,0
CUST_000161,69,Female,UK,2024-08-09,Premium,1,3,1,158.27472527472528,2.340659340659341,41,91,0.2,5,19.99,17.99,1.0,6.43,0.0,0
CUST_000162,49,Other,AU,2022-01-01,Basic,4,4,1,45.0989010989011,2.076923076923077,0,91,0.0,12,9.99,9.99,3.0,23.136666666666667,0.0,1
CUST_000163,21,Female,US,2023-07-03,Basic,3,2,1,46.04395604395605,2.065934065934066,0,91,0.0,12,9.99,9.99,1.0,9.12,0.0,0
CUST_000164,47,Male,IN,2024-08-25,Basic,3,1,1,82.91208791208791,2.1868131868131866,0,91,0.2,5,9.99,8.992,1.0,25.84,0.0,1
CUST_000165,54,Other,US,2023-08-14,Basic,3,4,1,74.52747252747253,2.21978021978022,0,91,0.3333333333333333,12,9.99,7.4925,1.0,25.58,0.0,1
