customer_id,churn,churn_date,tenure_days,is_active
CUST_0000215,1,2023-06-29,0,0
CUST_0000216,1,2024-03-29,0,0
CUST_0000217,1,2023-08-25,0,0
CUST_0000218,1,2025-01-18,0,0
CUST_0000219,1,2024-06-04,1,0
CUST_0000220,1,2024-04-26,0,0
CUST_0000221,1,2024-02-26,0,0
CUST_0000222,1,2024-08-09,0,0
CUST_0000223,1,2022-01-01,0,0
CUST_0000224,1,2025-04-05,0,0
CUST_0000225,1,2023-07-04,1,0
CUST_0000226,1,2024-08-25,0,0
CUST_0000227,1,2023-08-14,0,0
CUST_0000228,1,2025-06-19,0,0
CUST_0000229,1,2022-05-14,0,0
CUST_0000230,1,2025-06-29,0,0
CUST_0000231,1,2024-05-19,1,0
CUST_0000232,1,2024-11-11,0,0
CUST_0000233,1,2023-12-31,0,0
CUST_0000234,1,2025-01-02,2,0
CUST_0000235,1,2023-06-05,0,0
CUST_0000236,1,2024-06-27,0,0
CUST_0000237,1,2024-03-06,0,0
CUST_0000238,1,2023-05-16,0,0
CUST_0000239,1,2025-08-24,0,0
CUST_0000240,1,2022-09-08,0,0
CUST_0000241,1,2024-06-24,1,0
CUST_0000242,1,2025-05-12,0,0
CUST_0000243,1,2022-01-08,0,0
CUST_0000244,1,2022-04-18,0,0
CUST_0000245,1,2024-03-27,0,0
CUST_0000246,1,2023-06-07,0,0
CUST_0000247,0,,67,1
CUST_0000248,1,2023-01-21,0,0
CUST_0000249,1,2022-07-02,0,0
CUST_0000250,1,2025-08-25,0,0
CUST_0000251,1,2024-07-11,1,0
CUST_0000252,1,2025-04-17,0,0
CUST_0000253,1,2024-10-11,0,0
CUST_0000254,1,2025-06-04,0,0
CUST_0000255,1,2024-11-02,1,0
CUST_0000256,1,2025-06-28,1,0
CUST_0000257,1,2025-11-01,0,0
CUST_0000258,1,2022-07-17,0,0
CUST_0000259,1,2022-02-06,0,0
CUST_0000260,1,2024-06-11,0,0
CUST_0000261,1,2023-02-25,0,0
CUST_0000262,1,2024-10-29,1,0
CUST_0000263,1,2022-06-14,0,0
CUST_0000264,1,2022-04-30,0,0
CUST_0000265,1,2024-01-14,0,0
CUST_0000266,1,2023-01-09,2,0
CUST_0000267,1,2022-08-21,0,0
CUST_0000268,1,2022-10-14,0,0
CUST_0000269,1,2024-01-08,0,0
CUST_0000270,1,2025-11-20,1,0
CUST_0000271,1,2023-03-28,0,0
CUST_0000272,1,2023-10-19,0,0
CUST_0000273,1,2025-07-19,0,0
CUST_0000274,1,2025-08-03,1,0
CUST_0000275,1,2024-11-29,1,0
CUST_0000276,1,2024-08-22,0,0
CUST_0000277,1,2023-01-07,0,0
CUST_0000278,1,2023-07-04,1,0
CUST_0000279,1,2024-09-29,0,0
CUST_0000280,1,2025-12-06,2,0
CUST_0000281,1,2025-07-03,0,0
CUST_0000282,1,2023-04-21,0,0
CUST_0000283,1,2022-07-31,1,0
CUST_0000284,1,2023-02-10,1,0
CUST_0000285,1,2023-08-27,0,0
CUST_0000286,1,2023-09-04,0,0
CUST_0000287,1,2026-01-01,43,0
CUST_0000288,1,2023-08-04,0,0
CUST_0000289,1,2025-02-27,0,0
CUST_0000290,1,2022-01-25,0,0
CUST_0000291,1,2023-09-20,1,0
CUST_0000292,1,2025-01-18,0,0
CUST_0000293,1,2025-07-21,1,0
CUST_0000294,1,2022-12-07,0,0
CUST_0000295,1,2022-07-31,0,0
CUST_0000296,1,2024-07-02,0,0
CUST_0000297,1,2025-10-03,0,0
CUST_0000298,1,2023-08-11,0,0
CUST_0000299,1,2022-10-23,0,0
CUST_0000300,1,2025-11-14,0,0
CUST_0000301,1,2025-01-18,2,0
CUST_0000302,1,2024-10-06,0,0
CUST_0000303,1,2023-03-03,0,0
CUST_0000304,1,2024-08-23,0,0
CUST_0000305,1,2024-07-01,0,0
CUST_0000306,1,2025-04-08,0,0
CUST_0000307,1,2025-03-16,0,0
CUST_0000308,1,2025-06-17,0,0
CUST_0000309,1,2022-02-24,0,0
CUST_0000310,1,2024-02-04,0,0
CUST_0000311,1,2024-05-30,0,0
CUST_0000312,1,2024-04-16,0,0
CUST_0000313,1,2025-08-15,0,0
CUST_0000314,1,2023-07-16,0,0
CUST_0000315,1,2023-12-26,0,0
CUST_0000316,1,2022-01-04,0,0
CUST_0000317,1,2022-12-30,0,0
CUST_0000318,1,2025-08-08,0,0
CUST_0000319,1,2025-11-13,0,0
CUST_0000320,1,2024-01-23,0,0
CUST_0000321,1,2024-10-19,0,0
CUST_0000322,1,2023-03-02,0,0
CUST_0000323,1,2023-02-03,0,0
CUST_0000324,1,2024-08-13,2,0
CUST_0000325,1,2022-10-31,0,0
CUST_0000326,1,2024-04-19,0,0
CUST_0000327,1,2022-04-14,0,0
CUST_0000328,1,2025-09-16,0,0
CUST_0000329,1,2022-12-30,0,0
CUST_0000330,1,2025-10-21,0,0
CUST_0000331,1,2025-01-10,0,0
CUST_0000332,1,2023-07-21,0,0
CUST_0000333,1,2024-03-11,1,0
CUST_0000334,1,2023-11-07,0,0
CUST_0000335,1,2025-01-13,0,0
CUST_0000336,1,2025-05-27,0,0
CUST_0000337,1,2023-01-03,0,0
CUST_0000338,1,2023-12-26,0,0
CUST_0000339,1,2023-12-16,0,0
CUST_0000340,1,2024-04-04,0,0
CUST_0000341,1,2025-06-20,1,0
CUST_0000342,1,2025-03-31,0,0
CUST_0000343,1,2025-04-17,0,0
CUST_0000344,1,2022-04-02,0,0
CUST_0000345,1,2023-09-16,0,0
CUST_0000346,1,2022-06-18,0,0
CUST_0000347,1,2023-01-23,1,0
CUST_0000348,1,2025-09-07,1,0
CUST_0000349,1,2022-04-11,0,0
CUST_0000350,1,2025-08-12,0,0
CUST_0000351,1,2024-10-05,0,0
CUST_0000352,1,2022-07-12,0,0
CUST_0000353,1,2024-05-19,0,0
CUST_0000354,1,2023-12-20,0,0
CUST_0000355,1,2025-08-02,0,0
CUST_0000356,1,2025-05-24,0,0
CUST_0000357,1,2024-08-22,2,0
CUST_0000358,1,2024-09-02,1,0
CUST_0000359,1,2022-08-16,0,0
CUST_0000360,1,2022-12-27,0,0
CUST_0000361,1,2022-02-12,0,0
CUST_0000362,1,2022-06-30,0,0
CUST_0000363,1,2023-05-26,0,0
CUST_0000364,1,2023-04-08,1,0
CUST_0000365,1,2022-10-13,0,0
CUST_0000366,1,2025-08-13,0,0
CUST_0000367,1,2024-11-26,0,0
CUST_0000368,1,2025-01-11,0,0
CUST_0000369,1,2024-07-21,0,0
CUST_0000370,1,2022-09-16,2,0
CUST_0000371,1,2025-05-25,0,0
CUST_0000372,1,2023-06-07,1,0
CUST_0000373,1,2024-01-20,0,0
CUST_0000374,1,2024-11-15,0,0
CUST_0000375,1,2025-06-28,0,0
CUST_0000376,1,2025-05-23,0,0
CUST_0000377,1,2023-10-19,0,0
CUST_0000378,1,2022-11-17,1,0
CUST_0000379,1,2024-01-04,0,0
CUST_0000380,1,2023-02-15,0,0
CUST_0000381,1,2023-04-04,0,0
CUST_0000382,1,2025-09-09,0,0
CUST_0000383,1,2022-12-05,0,0
CUST_0000384,1,2022-08-16,0,0
CUST_0000385,1,2025-06-14,1,0
CUST_0000386,1,2023-01-01,0,0
CUST_0000387,1,2023-03-10,0,0
CUST_0000388,1,2024-05-07,0,0
CUST_0000389,1,2023-03-25,0,0
CUST_0000390,1,2023-05-22,0,0
CUST_0000391,1,2025-07-24,1,0
CUST_0000392,1,2022-03-03,0,0
CUST_0000393,1,2025-09-16,0,0
CUST_0000394,1,2022-07-07,1,0
CUST_0000395,1,2024-06-12,2,0
CUST_0000396,1,2024-04-30,0,0
CUST_0000397,1,2023-08-31,0,0
CUST_0000398,1,2025-09-06,0,0
CUST_0000399,1,2025-05-01,0,0
CUST_0000400,1,2022-09-11,0,0
CUST_0000401,1,2023-08-02,0,0
CUST_0000402,1,2022-11-10,0,0
CUST_0000403,1,2024-10-03,1,0
CUST_0000404,1,2025-06-01,0,0
CUST_0000405,1,2023-03-07,0,0
CUST_0000406,1,2025-10-15,4,0
CUST_0000407,0,,48,1
CUST_0000408,1,2022-08-10,0,0
CUST_0000409,1,2025-01-31,0,0
CUST_0000410,1,2022-11-15,1,0
CUST_0000411,1,2024-01-30,0,0
CUST_0000412,1,2025-05-27,0,0
CUST_0000413,1,2024-02-05,0,0
CUST_0000414,1,2023-12-28,0,0
CUST_0000415,1,2025-04-07,0,0
CUST_0000416,1,2022-03-13,0,0
CUST_0000417,1,2024-09-16,0,0
CUST_0000418,1,2023-04-01,0,0
CUST_0000419,1,2025-01-03,0,0
CUST_0000420,1,2025-07-10,0,0
CUST_0000421,1,2023-09-02,0,0
CUST_0000422,1,2023-08-20,0,0
CUST_0000423,1,2024-04-16,0,0
CUST_0000424,1,2024-07-27,0,0
CUST_0000425,1,2024-06-08,0,0
CUST_0000426,1,2024-02-24,0,0
CUST_0000427,1,2023-06-04,2,0
CUST_0000428,1,2025-05-07,0,0
CUST_0000429,1,2024-04-23,1,0
CUST_0000430,1,2025-09-23,0,0
CUST_0000431,1,2022-02-07,0,0
CUST_0000432,1,2022-11-15,0,0
CUST_0000433,1,2023-10-02,0,0
CUST_0000434,1,2022-05-20,0,0
CUST_0000435,1,2025-06-25,0,0
CUST_0000436,1,2024-07-06,0,0
CUST_0000437,1,2023-03-03,0,0
CUST_0000438,1,2024-05-04,0,0
CUST_0000439,1,2025-05-03,0,0
CUST_0000440,1,2022-08-04,1,0
CUST_0000441,1,2023-10-09,2,0
CUST_0000442,1,2023-06-25,0,0
CUST_0000443,1,2024-05-25,0,0
CUST_0000444,1,2023-01-24,0,0
CUST_0000445,1,2022-06-01,0,0
CUST_0000446,1,2025-01-31,0,0
CUST_0000447,0,,35,1
CUST_0000448,1,2025-08-04,0,0
CUST_0000449,1,2024-01-17,0,0
CUST_0000450,1,2022-05-13,0,0
CUST_0000451,1,2025-11-28,2,0
CUST_0000452,1,2024-01-12,0,0
CUST_0000453,1,2024-11-26,2,0
CUST_0000454,1,2023-08-16,1,0
CUST_0000455,1,2024-05-16,0,0
CUST_0000456,1,2024-01-24,0,0
CUST_0000457,1,2022-12-10,0,0
CUST_0000458,1,2023-04-29,0,0
CUST_0000459,1,2023-01-23,0,0
CUST_0000460,1,2023-06-29,0,0
CUST_0000461,1,2024-05-08,0,0
CUST_0000462,1,2024-07-06,0,0
CUST_0000463,1,2023-11-30,0,0
CUST_0000464,1,2024-10-31,0,0
CUST_0000465,1,2023-08-04,0,0
CUST_0000466,1,2025-03-07,0,0
CUST_0000467,1,2022-05-11,0,0
CUST_0000468,1,2025-11-23,0,0
CUST_0000469,1,2025-06-28,0,0
CUST_0000470,1,2023-01-01,0,0
CUST_0000471,1,2023-02-25,0,0
CUST_0000472,1,2023-02-28,0,0
CUST_0000473,1,2022-06-11,0,0
CUST_0000474,1,2022-04-05,0,0
CUST_0000475,1,2025-03-31,0,0
CUST_0000476,1,2024-04-14,0,0
CUST_0000477,1,2025-10-17,1,0
CUST_0000478,1,2025-06-06,0,0
CUST_0000479,1,2025-02-13,0,0
CUST_0000480,1,2022-08-09,0,0
CUST_0000481,1,2023-04-10,2,0
CUST_0000482,1,2024-07-19,0,0
CUST_0000483,1,2023-11-12,0,0
CUST_0000484,1,2025-08-31,0,0
CUST_0000485,1,2025-09-15,0,0
CUST_0000486,1,2023-10-19,0,0
CUST_0000487,1,2022-10-13,0,0
CUST_0000488,1,2025-04-20,0,0
CUST_0000489,1,2024-03-30,0,0
CUST_0000490,1,2023-04-01,0,0
CUST_0000491,1,2024-07-07,0,0
CUST_0000492,1,2022-10-02,0,0
CUST_0000493,1,2022-02-06,0,0
CUST_0000494,1,2023-03-19,0,0
CUST_0000495,1,2024-05-24,0,0
CUST_0000496,1,2024-11-26,1,0
CUST_0000497,1,2022-03-09,0,0
CUST_0000498,1,2025-12-04,0,0
CUST_0000499,1,2022-12-27,1,0
CUST_0000500,1,2025-02-18,0,0
CUST_0000501,1,2023-12-18,0,0
CUST_0000502,1,2024-08-05,0,0
CUST_0000503,1,2023-04-27,0,0
CUST_0000504,1,2022-10-16,0,0
CUST_0000505,1,2022-03-31,0,0
CUST_0000506,1,2022-07-31,0,0
CUST_0000507,1,2023-07-29,0,0
CUST_0000508,1,2024-12-31,0,0
CUST_0000509,1,2024-04-27,0,0
CUST_0000510,1,2022-10-17,0,0
CUST_0000511,1,2023-01-02,0,0
CUST_0000512,1,2022-01-27,0,0
CUST_0000513,1,2023-02-24,0,0
CUST_0000514,1,2024-06-18,0,0
CUST_0000515,1,2025-10-18,1,0
CUST_0000516,1,2024-03-15,0,0
CUST_0000517,1,2023-09-04,0,0
CUST_0000518,1,2023-04-18,1,0
CUST_0000519,1,2023-01-05,1,0
CUST_0000520,1,2025-09-11,0,0
CUST_0000521,1,2023-02-14,0,0
CUST_0000522,1,2024-11-14,0,0
CUST_0000523,1,2022-06-10,0,0
CUST_0000524,1,2025-05-03,0,0
CUST_0000525,1,2023-11-09,0,0
CUST_0000526,1,2022-01-13,0,0
CUST_0000527,0,,33,1
CUST_0000528,1,2025-10-10,0,0
CUST_0000529,1,2025-06-23,0,0
CUST_0000530,1,2022-03-29,0,0
CUST_0000531,1,2023-03-16,1,0
CUST_0000532,1,2023-02-25,0,0
CUST_0000533,1,2025-07-03,0,0
CUST_0000534,1,2025-07-23,0,0
CUST_0000535,1,2024-10-27,0,0
CUST_0000536,1,2023-05-16,1,0
CUST_0000537,1,2022-09-03,0,0
CUST_0000538,1,2022-12-12,0,0
CUST_0000539,1,2025-05-12,0,0
CUST_0000540,1,2023-04-25,0,0
CUST_0000541,1,2025-01-23,1,0
CUST_0000542,1,2024-06-16,0,0
CUST_0000543,1,2025-08-27,1,0
CUST_0000544,1,2023-06-04,0,0
CUST_0000545,1,2023-03-06,0,0
CUST_0000546,1,2022-06-19,0,0
CUST_0000547,1,2022-04-29,0,0
CUST_0000548,1,2024-01-28,0,0
CUST_0000549,1,2022-03-05,1,0
CUST_0000550,1,2025-02-14,0,0
CUST_0000551,1,2022-04-19,0,0
CUST_0000552,1,2024-01-16,0,0
CUST_0000553,1,2023-12-18,0,0
CUST_0000554,1,2023-02-21,0,0
CUST_0000555,1,2025-09-10,0,0
CUST_0000556,1,2024-06-10,0,0
CUST_0000557,1,2025-06-18,1,0
CUST_0000558,1,2023-12-11,0,0
CUST_0000559,1,2023-09-10,0,0
CUST_0000560,1,2022-09-09,0,0
CUST_0000561,1,2025-04-24,0,0
CUST_0000562,1,2024-01-08,0,0
CUST_0000563,1,2023-05-22,3,0
CUST_0000564,1,2022-06-03,0,0
CUST_0000565,1,2022-08-12,0,0
CUST_0000566,1,2023-08-21,0,0
CUST_0000567,1,2024-04-25,0,0
CUST_0000568,1,2023-11-15,0,0
CUST_0000569,1,2022-06-09,0,0
CUST_0000570,1,2024-12-10,0,0
CUST_0000571,1,2025-07-27,0,0
CUST_0000572,1,2022-06-21,0,0
CUST_0000573,1,2024-09-07,0,0
CUST_0000574,1,2022-11-28,0,0
CUST_0000575,1,2025-08-09,0,0
CUST_0000576,1,2022-03-07,0,0
CUST_0000577,1,2025-07-17,0,0
CUST_0000578,1,2025-09-29,0,0
CUST_0000579,1,2022-09-30,2,0
CUST_0000580,1,2024-12-20,0,0
CUST_0000581,1,2023-11-21,1,0
CUST_0000582,1,2023-09-21,0,0
CUST_0000583,1,2025-03-05,0,0
CUST_0000584,1,2024-09-28,0,0
CUST_0000585,1,2022-09-16,0,0
CUST_0000586,1,2025-07-04,1,0
CUST_0000587,1,2022-11-27,0,0
CUST_0000588,1,2025-12-07,20,0
CUST_0000589,1,2024-02-23,1,0
CUST_0000590,1,2025-07-01,0,0
CUST_0000591,1,2022-09-24,0,0
CUST_0000592,1,2024-03-04,0,0
CUST_0000593,1,2024-10-27,0,0
CUST_0000594,1,2024-05-09,0,0
CUST_0000595,1,2023-03-15,0,0
CUST_0000596,1,2023-07-06,1,0
CUST_0000597,1,2022-01-04,0,0
CUST_0000598,1,2023-11-10,1,0
CUST_0000599,1,2022-11-03,0,0
CUST_0000600,1,2023-04-07,0,0
CUST_0000601,1,2025-10-06,0,0
CUST_0000602,1,2025-05-19,0,0
CUST_0000603,1,2025-02-11,1,0
CUST_0000604,1,2022-04-27,0,0
CUST_0000605,1,2025-09-02,1,0
CUST_0000606,1,2023-07-17,0,0
CUST_0000607,1,2024-08-29,0,0
CUST_0000608,1,2024-11-04,0,0
CUST_0000609,1,2022-07-21,1,0
CUST_0000610,1,2025-10-03,1,0
CUST_0000611,1,2022-05-04,0,0
CUST_0000612,1,2022-06-05,0,0
CUST_0000613,1,2023-02-13,0,0
CUST_0000614,1,2025-05-16,0,0
CUST_0000615,1,2023-04-11,0,0
CUST_0000616,1,2024-01-25,1,0
CUST_0000617,1,2025-04-03,1,0
CUST_0000618,1,2024-02-11,0,0
CUST_0000619,1,2025-07-24,0,0
CUST_0000620,1,2024-04-16,0,0
CUST_0000621,1,2024-09-30,0,0
CUST_0000622,1,2024-01-20,0,0
CUST_0000623,1,2023-01-29,0,0
CUST_0000624,1,2022-02-19,0,0
CUST_0000625,1,2023-12-26,0,0
CUST_0000626,1,2022-05-25,1,0
CUST_0000627,1,2022-06-15,0,0
CUST_0000628,1,2024-12-26,0,0
CUST_0000629,1,2024-11-10,1,0
CUST_0000630,1,2023-09-15,0,0
CUST_0000631,1,2022-03-11,1,0
CUST_0000632,1,2023-03-30,0,0
CUST_0000633,1,2022-01-25,0,0
CUST_0000634,1,2022-11-06,0,0
CUST_0000635,1,2022-01-12,0,0
CUST_0000636,1,2023-07-31,0,0
CUST_0000637,1,2023-11-25,0,0
CUST_0000638,1,2022-08-22,0,0
CUST_0000639,1,2024-04-14,0,0
CUST_0000640,1,2024-07-07,2,0
CUST_0000641,1,2025-03-02,0,0
CUST_0000642,1,2023-08-14,0,0
CUST_0000643,1,2025-07-22,0,0
CUST_0000644,1,2024-04-28,0,0
CUST_0000645,1,2023-09-05,0,0
CUST_0000646,1,2022-06-01,0,0
CUST_0000647,1,2022-08-04,0,0
CUST_0000648,1,2023-10-21,0,0
CUST_0000649,1,2022-11-07,1,0
CUST_0000650,1,2025-06-10,0,0
CUST_0000651,1,2022-05-29,0,0
CUST_0000652,1,2022-12-03,0,0
CUST_0000653,1,2023-05-22,0,0
CUST_0000654,1,2025-07-22,0,0
CUST_0000655,1,2024-08-29,1,0
CUST_0000656,1,2025-04-19,0,0
CUST_0000657,1,2024-10-02,0,0
CUST_0000658,1,2023-03-10,0,0
CUST_0000659,1,2025-03-20,0,0
CUST_0000660,1,2022-07-23,0,0
CUST_0000661,1,2023-04-09,0,0
CUST_0000662,1,2024-08-31,0,0
CUST_0000663,1,2022-11-23,0,0
CUST_0000664,1,2022-05-29,0,0
CUST_0000665,1,2025-07-24,0,0
CUST_0000666,1,2022-02-04,0,0
