customer_id,bill_month,amount_due,amount_paid,late_payment
CUST_000007,2024-11-01,9.99,9.99,0
CUST_000007,2024-12-01,9.99,9.99,0
CUST_000008,2024-06-01,15.49,15.49,0
CUST_000008,2024-07-01,15.49,15.49,0
CUST_000008,2024-08-01,15.49,15.49,0
CUST_000008,2024-09-01,15.49,15.49,0
CUST_000008,2024-10-01,15.49,15.49,0
CUST_000008,2024-11-01,15.49,15.49,0
CUST_000008,2024-12-01,15.49,15.49,0
CUST_000009,2024-01-01,15.49,15.49,0
CUST_000009,2024-02-01,15.49,15.49,0
CUST_000009,2024-03-01,15.49,15.49,0
CUST_000009,2024-04-01,15.49,15.49,0
CUST_000009,2024-05-01,15.49,15.49,0
CUST_000009,2024-06-01,15.49,15.49,0
CUST_000009,2024-07-01,15.49,15.49,0
CUST_000009,2024-08-01,15.49,15.49,0
CUST_000009,2024-09-01,15.49,15.49,0
CUST_000009,2024-10-01,15.49,15.49,0
CUST_000009,2024-11-01,15.49,15.49,0
CUST_000009,2024-12-01,15.49,15.49,0
CUST_000010,2024-01-01,15.49,15.49,0
CUST_000010,2024-02-01,15.49,15.49,0
CUST_000010,2024-03-01,15.49,15.49,0
CUST_000010,2024-04-01,15.49,15.49,0
CUST_000010,2024-05-01,15.49,15.49,0
CUST_000010,2024-06-01,15.49,15.49,0
CUST_000010,2024-07-01,15.49,15.49,0
CUST_000010,2024-08-01,15.49,15.49,0
CUST_000010,2024-09-01,15.49,15.49,0
CUST_000010,2024-10-01,15.49,15.49,0
CUST_000010,2024-11-01,15.49,15.49,0
CUST_000010,2024-12-01,15.49,15.49,0
CUST_000011,2024-01-01,15.49,15.49,0
CUST_000011,2024-02-01,15.49,15.49,0
CUST_000011,2024-03-01,15.49,15.49,0
CUST_000011,2024-04-01,15.49,15.49,0
CUST_000011,2024-05-01,15.49,15.49,0
CUST_000011,2024-06-01,15.49,15.49,0
CUST_000011,2024-07-01,15.49,15.49,0
CUST_000011,2024-08-01,15.49,15.49,0
CUST_000011,2024-09-01,15.49,15.49,0
CUST_000011,2024-10-01,15.49,15.49,0
CUST_000011,2024-11-01,15.49,15.49,0
CUST_000011,2024-12-01,15.49,15.49,0
CUST_000012,2024-01-01,15.49,15.49,0
CUST_000012,2024-02-01,15.49,15.49,0
CUST_000012,2024-03-01,15.49,15.49,0
CUST_000012,2024-04-01,15.49,15.49,0
CUST_000012,2024-05-01,15.49,15.49,0
CUST_000012,2024-06-01,15.49,15.49,0
CUST_000012,2024-07-01,15.49,15.49,0
CUST_000012,2024-08-01,15.49,15.49,0
CUST_000012,2024-09-01,15.49,15.49,0
CUST_000012,2024-10-01,15.49,15.49,0
CUST_000012,2024-11-01,15.49,15.49,0
CUST_000012,2024-12-01,15.49,15.49,0
CUST_000013,2024-01-01,15.49,15.49,0
CUST_000013,2024-02-01,15.49,15.49,0
CUST_000013,2024-03-01,15.49,15.49,0
CUST_000013,2024-04-01,15.49,15.49,0
CUST_000013,2024-05-01,15.49,15.49,0
CUST_000013,2024-06-01,15.49,15.49,0
CUST_000013,2024-07-01,15.49,15.49,0
CUST_000013,2024-08-01,15.49,15.49,0
CUST_000013,2024-09-01,15.49,15.49,0
CUST_000013,2024-10-01,15.49,15.49,0
CUST_000013,2024-11-01,15.49,15.49,0
CUST_000013,2024-12-01,15.49,15.49,0
CUST_000014,2024-01-01,19.99,19.99,0
CUST_000014,2024-02-01,19.99,19.99,0
CUST_000014,2024-03-01,19.99,19.99,0
CUST_000014,2024-04-01,19.99,19.99,0
CUST_000014,2024-05-01,19.99,19.99,0
CUST_000014,2024-06-01,19.99,19.99,0
CUST_000014,2024-07-01,19.99,19.99,0
CUST_000014,2024-08-01,19.99,19.99,0
CUST_000014,2024-09-01,19.99,19.99,0
CUST_000014,2024-10-01,19.99,19.99,0
CUST_000014,2024-11-01,19.99,19.99,0
CUST_000014,2024-12-01,19.99,19.99,0
CUST_000015,2024-08-01,9.99,9.99,0
CUST_000015,2024-09-01,9.99,9.99,0
CUST_000015,2024-10-01,9.99,9.99,0
CUST_000015,2024-11-01,9.99,9.99,0
CUST_000015,2024-12-01,9.99,9.99,0
CUST_000016,2024-07-01,15.49,15.49,0
CUST_000016,2024-08-01,15.49,15.49,0
CUST_000016,2024-09-01,15.49,15.49,0
CUST_000016,2024-10-01,15.49,15.49,0
CUST_000016,2024-11-01,15.49,15.49,0
CUST_000016,2024-12-01,15.49,15.49,0
CUST_000017,2024-01-01,15.49,15.49,0
CUST_000017,2024-02-01,15.49,15.49,0
CUST_000017,2024-03-01,15.49,15.49,0
CUST_000017,2024-04-01,15.49,15.49,0
CUST_000017,2024-05-01,15.49,15.49,0
CUST_000017,2024-06-01,15.49,15.49,0
CUST_000017,2024-07-01,15.49,15.49,0
CUST_000017,2024-08-01,15.49,15.49,0
CUST_000017,2024-09-01,15.49,15.49,0
CUST_000017,2024-10-01,15.49,15.49,0
CUST_000017,2024-11-01,15.49,15.49,0
CUST_000017,2024-12-01,15.49,15.49,0
CUST_000018,2024-01-01,15.49,0.0,1
CUST_000018,2024-02-01,15.49,15.49,0
CUST_000018,2024-03-01,15.49,15.49,0
CUST_000018,2024-04-01,15.49,15.49,0
CUST_000018,2024-05-01,15.49,15.49,0
CUST_000018,2024-06-01,15.49,15.49,0
CUST_000018,2024-07-01,15.49,15.49,0
CUST_000018,2024-08-01,15.49,15.49,0
CUST_000018,2024-09-01,15.49,15.49,0
CUST_000018,2024-10-01,15.49,15.49,0
CUST_000018,2024-11-01,15.49,15.49,0
CUST_000018,2024-12-01,15.49,15.49,0
CUST_000019,2024-01-01,9.99,9.99,0
CUST_000019,2024-02-01,9.99,9.99,0
CUST_000019,2024-03-01,9.99,9.99,0
CUST_000019,2024-04-01,9.99,9.99,0
CUST_000019,2024-05-01,9.99,9.99,0
CUST_000019,2024-06-01,9.99,9.99,0
CUST_000019,2024-07-01,9.99,9.99,0
CUST_000019,2024-08-01,9.99,9.99,0
CUST_000019,2024-09-01,9.99,9.99,0
CUST_000019,2024-10-01,9.99,9.99,0
CUST_000019,2024-11-01,9.99,9.99,0
CUST_000019,2024-12-01,9.99,9.99,0
CUST_000020,2024-01-01,9.99,9.99,0
CUST_000020,2024-02-01,9.99,9.99,0
CUST_000020,2024-03-01,9.99,9.99,0
CUST_000020,2024-04-01,9.99,9.99,0
CUST_000020,2024-05-01,9.99,5.0,1
CUST_000020,2024-06-01,9.99,9.99,0
CUST_000020,2024-07-01,9.99,9.99,0
CUST_000020,2024-08-01,9.99,9.99,0
CUST_000020,2024-09-01,9.99,9.99,0
CUST_000020,2024-10-01,9.99,9.99,0
CUST_000020,2024-11-01,9.99,9.99,0
CUST_000020,2024-12-01,9.99,9.99,0
CUST_000021,2024-01-01,15.49,15.49,0
CUST_000021,2024-02-01,15.49,15.49,0
CUST_000021,2024-03-01,15.49,15.49,0
CUST_000021,2024-04-01,15.49,15.49,0
CUST_000021,2024-05-01,15.49,15.49,0
CUST_000021,2024-06-01,15.49,15.49,0
CUST_000021,2024-07-01,15.49,15.49,0
CUST_000021,2024-08-01,15.49,15.49,0
CUST_000021,2024-09-01,15.49,15.49,0
CUST_000021,2024-10-01,15.49,15.49,0
CUST_000021,2024-11-01,15.49,15.49,0
CUST_000021,2024-12-01,15.49,0.0,1
CUST_000022,2024-01-01,9.99,9.99,0
CUST_000022,2024-02-01,9.99,9.99,0
CUST_000022,2024-03-01,9.99,9.99,0
CUST_000022,2024-04-01,9.99,0.0,1
CUST_000022,2024-05-01,9.99,9.99,0
CUST_000022,2024-06-01,9.99,9.99,0
CUST_000022,2024-07-01,9.99,9.99,0
CUST_000022,2024-08-01,9.99,9.99,0
CUST_000022,2024-09-01,9.99,9.99,0
CUST_000022,2024-10-01,9.99,9.99,0
CUST_000022,2024-11-01,9.99,9.99,0
CUST_000022,2024-12-01,9.99,0.0,1
CUST_000023,2024-01-01,9.99,9.99,0
CUST_000023,2024-02-01,9.99,9.99,0
CUST_000023,2024-03-01,9.99,9.99,0
CUST_000023,2024-04-01,9.99,9.99,0
CUST_000023,2024-05-01,9.99,9.99,0
CUST_000023,2024-06-01,9.99,9.99,0
CUST_000023,2024-07-01,9.99,9.99,0
CUST_000023,2024-08-01,9.99,9.99,0
CUST_000023,2024-09-01,9.99,9.99,0
CUST_000023,2024-10-01,9.99,9.99,0
CUST_000023,2024-11-01,9.99,9.99,0
CUST_000023,2024-12-01,9.99,9.99,0
CUST_000024,2024-07-01,9.99,9.99,0
CUST_000024,2024-08-01,9.99,9.99,0
CUST_000024,2024-09-01,9.99,9.99,0
CUST_000024,2024-10-01,9.99,9.99,1
CUST_000024,2024-11-01,9.99,9.99,0
CUST_000024,2024-12-01,9.99,9.99,0
CUST_000025,2024-08-01,15.49,15.49,0
CUST_000025,2024-09-01,15.49,15.49,0
CUST_000025,2024-10-01,15.49,15.49,0
CUST_000025,2024-11-01,15.49,15.49,0
CUST_000025,2024-12-01,15.49,15.49,0
CUST_000026,2024-02-01,15.49,15.49,0
CUST_000026,2024-03-01,15.49,7.74,1
CUST_000026,2024-04-01,15.49,15.49,0
CUST_000026,2024-05-01,15.49,15.49,0
CUST_000026,2024-06-01,15.49,15.49,0
CUST_000026,2024-07-01,15.49,15.49,1
CUST_000026,2024-08-01,15.49,15.49,0
CUST_000026,2024-09-01,15.49,15.49,0
CUST_000026,2024-10-01,15.49,15.49,0
CUST_000026,2024-11-01,15.49,15.49,0
CUST_000026,2024-12-01,15.49,15.49,0
CUST_000027,2024-01-01,15.49,15.49,0
CUST_000027,2024-02-01,15.49,15.49,0
CUST_000027,2024-03-01,15.49,15.49,0
CUST_000027,2024-04-01,15.49,15.49,0
CUST_000027,2024-05-01,15.49,15.49,0
CUST_000027,2024-06-01,15.49,15.49,0
CUST_000027,2024-07-01,15.49,15.49,0
CUST_000027,2024-08-01,15.49,15.49,0
CUST_000027,2024-09-01,15.49,0.0,1
CUST_000027,2024-10-01,15.49,15.49,0
CUST_000027,2024-11-01,15.49,15.49,0
CUST_000027,2024-12-01,15.49,0.0,1
CUST_000028,2024-01-01,9.99,9.99,0
CUST_000028,2024-02-01,9.99,9.99,0
CUST_000028,2024-03-01,9.99,9.99,0
CUST_000028,2024-04-01,9.99,9.99,0
CUST_000028,2024-05-01,9.99,9.99,0
CUST_000028,2024-06-01,9.99,9.99,0
CUST_000028,2024-07-01,9.99,9.99,0
CUST_000028,2024-08-01,9.99,9.99,0
CUST_000028,2024-09-01,9.99,9.99,0
CUST_000028,2024-10-01,9.99,9.99,0
CUST_000028,2024-11-01,9.99,9.99,0
CUST_000028,2024-12-01,9.99,9.99,0
CUST_000029,2024-01-01,15.49,15.49,0
CUST_000029,2024-02-01,15.49,15.49,0
CUST_000029,2024-03-01,15.49,15.49,0
CUST_000029,2024-04-01,15.49,15.49,0
CUST_000029,2024-05-01,15.49,15.49,0
CUST_000029,2024-06-01,15.49,15.49,0
CUST_000029,2024-07-01,15.49,15.49,0
CUST_000029,2024-08-01,15.49,15.49,0
CUST_000029,2024-09-01,15.49,15.49,0
CUST_000029,2024-10-01,15.49,15.49,0
CUST_000029,2024-11-01,15.49,15.49,0
CUST_000029,2024-12-01,15.49,15.49,0
CUST_000030,2024-09-01,15.49,15.49,0
CUST_000030,2024-10-01,15.49,15.49,0
CUST_000030,2024-11-01,15.49,15.49,0
CUST_000030,2024-12-01,15.49,15.49,0
CUST_000031,2024-01-01,9.99,9.99,0
CUST_000031,2024-02-01,9.99,9.99,0
CUST_000031,2024-03-01,9.99,9.99,0
CUST_000031,2024-04-01,9.99,9.99,0
CUST_000031,2024-05-01,9.99,9.99,0
CUST_000031,2024-06-01,9.99,9.99,0
CUST_000031,2024-07-01,9.99,9.99,0
CUST_000031,2024-08-01,9.99,9.99,0
CUST_000031,2024-09-01,9.99,9.99,0
CUST_000031,2024-10-01,9.99,9.99,0
CUST_000031,2024-11-01,9.99,9.99,0
CUST_000031,2024-12-01,9.99,9.99,0
CUST_000032,2024-07-01,9.99,9.99,0
CUST_000032,2024-08-01,9.99,9.99,0
CUST_000032,2024-09-01,9.99,0.0,1
CUST_000032,2024-10-01,9.99,9.99,0
CUST_000032,2024-11-01,9.99,9.99,0
CUST_000032,2024-12-01,9.99,9.99,0
CUST_000033,2024-01-01,19.99,19.99,0
CUST_000033,2024-02-01,19.99,19.99,0
CUST_000033,2024-03-01,19.99,19.99,0
CUST_000033,2024-04-01,19.99,19.99,0
CUST_000033,2024-05-01,19.99,19.99,0
CUST_000033,2024-06-01,19.99,19.99,0
CUST_000033,2024-07-01,19.99,19.99,0
CUST_000033,2024-08-01,19.99,19.99,0
CUST_000033,2024-09-01,19.99,19.99,0
CUST_000033,2024-10-01,19.99,19.99,0
CUST_000033,2024-11-01,19.99,19.99,0
CUST_000033,2024-12-01,19.99,19.99,0
CUST_000034,2024-02-01,15.49,15.49,0
CUST_000034,2024-03-01,15.49,15.49,0
CUST_000034,2024-04-01,15.49,7.74,1
CUST_000034,2024-05-01,15.49,15.49,0
CUST_000034,2024-06-01,15.49,15.49,0
CUST_000034,2024-07-01,15.49,15.49,0
CUST_000034,2024-08-01,15.49,15.49,0
CUST_000034,2024-09-01,15.49,15.49,0
CUST_000034,2024-10-01,15.49,15.49,0
CUST_000034,2024-11-01,15.49,15.49,0
CUST_000034,2024-12-01,15.49,15.49,0
CUST_000035,2024-01-01,15.49,15.49,0
CUST_000035,2024-02-01,15.49,15.49,0
CUST_000035,2024-03-01,15.49,15.49,0
CUST_000035,2024-04-01,15.49,15.49,0
CUST_000035,2024-05-01,15.49,15.49,0
CUST_000035,2024-06-01,15.49,15.49,0
CUST_000035,2024-07-01,15.49,15.49,0
CUST_000035,2024-08-01,15.49,15.49,0
CUST_000035,2024-09-01,15.49,15.49,0
CUST_000035,2024-10-01,15.49,15.49,0
CUST_000035,2024-11-01,15.49,15.49,0
CUST_000035,2024-12-01,15.49,15.49,0
CUST_000036,2024-01-01,9.99,9.99,0
CUST_000036,2024-02-01,9.99,9.99,0
CUST_000036,2024-03-01,9.99,9.99,0
CUST_000036,2024-04-01,9.99,9.99,0
CUST_000036,2024-05-01,9.99,9.99,0
CUST_000036,2024-06-01,9.99,9.99,0
CUST_000036,2024-07-01,9.99,9.99,0
CUST_000036,2024-08-01,9.99,9.99,1
CUST_000036,2024-09-01,9.99,9.99,0
CUST_000036,2024-10-01,9.99,9.99,0
CUST_000036,2024-11-01,9.99,9.99,0
CUST_000036,2024-12-01,9.99,9.99,0
CUST_000037,2024-11-01,19.99,19.99,0
CUST_000037,2024-12-01,19.99,19.99,0
CUST_000038,2024-01-01,15.49,15.49,0
CUST_000038,2024-02-01,15.49,15.49,0
CUST_000038,2024-03-01,15.49,15.49,0
CUST_000038,2024-04-01,15.49,15.49,0
CUST_000038,2024-05-01,15.49,15.49,0
CUST_000038,2024-06-01,15.49,15.49,0
CUST_000038,2024-07-01,15.49,15.49,0
CUST_000038,2024-08-01,15.49,15.49,0
CUST_000038,2024-09-01,15.49,15.49,0
CUST_000038,2024-10-01,15.49,15.49,0
CUST_000038,2024-11-01,15.49,15.49,0
CUST_000038,2024-12-01,15.49,15.49,0
CUST_000039,2024-01-01,19.99,19.99,0
CUST_000039,2024-02-01,19.99,19.99,0
CUST_000039,2024-03-01,19.99,19.99,0
CUST_000039,2024-04-01,19.99,19.99,0
CUST_000039,2024-05-01,19.99,19.99,0
CUST_000039,2024-06-01,19.99,19.99,0
CUST_000039,2024-07-01,19.99,19.99,0
CUST_000039,2024-08-01,19.99,19.99,0
CUST_000039,2024-09-01,19.99,19.99,0
CUST_000039,2024-10-01,19.99,19.99,0
CUST_000039,2024-11-01,19.99,19.99,0
CUST_000039,2024-12-01,19.99,19.99,0
CUST_000040,2024-01-01,19.99,19.99,0
CUST_000040,2024-02-01,19.99,19.99,0
CUST_000040,2024-03-01,19.99,19.99,0
CUST_000040,2024-04-01,19.99,19.99,0
CUST_000040,2024-05-01,19.99,19.99,0
CUST_000040,2024-06-01,19.99,19.99,0
CUST_000040,2024-07-01,19.99,19.99,0
CUST_000040,2024-08-01,19.99,19.99,0
CUST_000040,2024-09-01,19.99,19.99,0
CUST_000040,2024-10-01,19.99,19.99,0
CUST_000040,2024-11-01,19.99,19.99,0
CUST_000040,2024-12-01,19.99,19.99,0
CUST_000041,2024-11-01,19.99,19.99,0
CUST_000041,2024-12-01,19.99,19.99,0
CUST_000042,2024-01-01,19.99,19.99,0
CUST_000042,2024-02-01,19.99,19.99,0
CUST_000042,2024-03-01,19.99,19.99,0
CUST_000042,2024-04-01,19.99,19.99,0
CUST_000042,2024-05-01,19.99,19.99,0
CUST_000042,2024-06-01,19.99,19.99,0
CUST_000042,2024-07-01,19.99,19.99,0
CUST_000042,2024-08-01,19.99,19.99,1
CUST_000042,2024-09-01,19.99,19.99,0
CUST_000042,2024-10-01,19.99,19.99,0
CUST_000042,2024-11-01,19.99,19.99,0
CUST_000042,2024-12-01,19.99,19.99,0
CUST_000043,2024-01-01,9.99,9.99,0
CUST_000043,2024-02-01,9.99,9.99,0
CUST_000043,2024-03-01,9.99,5.0,1
CUST_000043,2024-04-01,9.99,9.99,0
CUST_000043,2024-05-01,9.99,5.0,1
CUST_000043,2024-06-01,9.99,9.99,0
CUST_000043,2024-07-01,9.99,9.99,0
CUST_000043,2024-08-01,9.99,9.99,0
CUST_000043,2024-09-01,9.99,9.99,0
CUST_000043,2024-10-01,9.99,9.99,0
CUST_000043,2024-11-01,9.99,5.0,1
CUST_000043,2024-12-01,9.99,9.99,0
CUST_000044,2024-11-01,19.99,19.99,0
CUST_000044,2024-12-01,19.99,19.99,0
CUST_000045,2024-01-01,9.99,9.99,0
CUST_000045,2024-02-01,9.99,9.99,0
CUST_000045,2024-03-01,9.99,9.99,0
CUST_000045,2024-04-01,9.99,9.99,0
CUST_000045,2024-05-01,9.99,9.99,0
CUST_000045,2024-06-01,9.99,9.99,0
CUST_000045,2024-07-01,9.99,9.99,0
CUST_000045,2024-08-01,9.99,9.99,0
CUST_000045,2024-09-01,9.99,9.99,0
CUST_000045,2024-10-01,9.99,9.99,0
CUST_000045,2024-11-01,9.99,9.99,0
CUST_000045,2024-12-01,9.99,5.0,1
CUST_000046,2024-01-01,19.99,19.99,0
CUST_000046,2024-02-01,19.99,19.99,0
CUST_000046,2024-03-01,19.99,19.99,0
CUST_000046,2024-04-01,19.99,19.99,0
CUST_000046,2024-05-01,19.99,19.99,0
CUST_000046,2024-06-01,19.99,19.99,0
CUST_000046,2024-07-01,19.99,19.99,0
CUST_000046,2024-08-01,19.99,19.99,0
CUST_000046,2024-09-01,19.99,19.99,0
CUST_000046,2024-10-01,19.99,19.99,0
CUST_000046,2024-11-01,19.99,19.99,0
CUST_000046,2024-12-01,19.99,19.99,0
CUST_000047,2024-01-01,9.99,9.99,1
CUST_000047,2024-02-01,9.99,9.99,0
CUST_000047,2024-03-01,9.99,0.0,1
CUST_000047,2024-04-01,9.99,9.99,0
CUST_000047,2024-05-01,9.99,9.99,0
CUST_000047,2024-06-01,9.99,9.99,0
CUST_000047,2024-07-01,9.99,9.99,0
CUST_000047,2024-08-01,9.99,9.99,0
CUST_000047,2024-09-01,9.99,9.99,0
CUST_000047,2024-10-01,9.99,9.99,0
CUST_000047,2024-11-01,9.99,9.99,0
CUST_000047,2024-12-01,9.99,9.99,0
CUST_000048,2024-02-01,15.49,15.49,0
CUST_000048,2024-03-01,15.49,15.49,0
CUST_000048,2024-04-01,15.49,15.49,0
CUST_000048,2024-05-01,15.49,15.49,0
CUST_000048,2024-06-01,15.49,15.49,0
CUST_000048,2024-07-01,15.49,15.49,0
CUST_000048,2024-08-01,15.49,15.49,0
CUST_000048,2024-09-01,15.49,15.49,0
CUST_000048,2024-10-01,15.49,15.49,0
CUST_000048,2024-11-01,15.49,15.49,0
CUST_000048,2024-12-01,15.49,15.49,0
CUST_000049,2024-03-01,9.99,9.99,0
CUST_000049,2024-04-01,9.99,9.99,1
CUST_000049,2024-05-01,9.99,9.99,0
CUST_000049,2024-06-01,9.99,9.99,0
CUST_000049,2024-07-01,9.99,0.0,1
CUST_000049,2024-08-01,9.99,9.99,0
CUST_000049,2024-09-01,9.99,9.99,0
CUST_000049,2024-10-01,9.99,9.99,0
CUST_000049,2024-11-01,9.99,9.99,0
CUST_000049,2024-12-01,9.99,9.99,0
CUST_000050,2024-01-01,15.49,15.49,0
CUST_000050,2024-02-01,15.49,15.49,0
CUST_000050,2024-03-01,15.49,15.49,0
CUST_000050,2024-04-01,15.49,15.49,0
CUST_000050,2024-05-01,15.49,15.49,0
CUST_000050,2024-06-01,15.49,15.49,0
CUST_000050,2024-07-01,15.49,15.49,0
CUST_000050,2024-08-01,15.49,15.49,0
CUST_000050,2024-09-01,15.49,15.49,0
CUST_000050,2024-10-01,15.49,15.49,0
CUST_000050,2024-11-01,15.49,15.49,0
CUST_000050,2024-12-01,15.49,15.49,0
CUST_000051,2024-01-01,9.99,9.99,0
CUST_000051,2024-02-01,9.99,9.99,0
CUST_000051,2024-03-01,9.99,9.99,0
CUST_000051,2024-04-01,9.99,0.0,1
CUST_000051,2024-05-01,9.99,9.99,0
CUST_000051,2024-06-01,9.99,9.99,0
CUST_000051,2024-07-01,9.99,5.0,1
CUST_000051,2024-08-01,9.99,9.99,0
CUST_000051,2024-09-01,9.99,9.99,0
CUST_000051,2024-10-01,9.99,9.99,0
CUST_000051,2024-11-01,9.99,5.0,1
CUST_000051,2024-12-01,9.99,9.99,0
CUST_000052,2024-09-01,15.49,15.49,0
CUST_000052,2024-10-01,15.49,15.49,0
CUST_000052,2024-11-01,15.49,15.49,0
CUST_000052,2024-12-01,15.49,15.49,0
CUST_000053,2024-01-01,19.99,19.99,0
CUST_000053,2024-02-01,19.99,19.99,0
CUST_000053,2024-03-01,19.99,19.99,0
CUST_000053,2024-04-01,19.99,19.99,0
CUST_000053,2024-05-01,19.99,19.99,0
CUST_000053,2024-06-01,19.99,19.99,0
CUST_000053,2024-07-01,19.99,19.99,0
CUST_000053,2024-08-01,19.99,19.99,0
CUST_000053,2024-09-01,19.99,19.99,0
CUST_000053,2024-10-01,19.99,19.99,0
CUST_000053,2024-11-01,19.99,19.99,0
CUST_000053,2024-12-01,19.99,19.99,0
CUST_000054,2024-01-01,15.49,15.49,0
CUST_000054,2024-02-01,15.49,15.49,0
CUST_000054,2024-03-01,15.49,15.49,0
CUST_000054,2024-04-01,15.49,15.49,0
CUST_000054,2024-05-01,15.49,15.49,0
CUST_000054,2024-06-01,15.49,15.49,0
CUST_000054,2024-07-01,15.49,15.49,0
CUST_000054,2024-08-01,15.49,15.49,0
CUST_000054,2024-09-01,15.49,15.49,0
CUST_000054,2024-10-01,15.49,15.49,0
CUST_000054,2024-11-01,15.49,15.49,0
CUST_000054,2024-12-01,15.49,15.49,0
CUST_000055,2024-05-01,9.99,9.99,0
CUST_000055,2024-06-01,9.99,9.99,0
CUST_000055,2024-07-01,9.99,9.99,0
CUST_000055,2024-08-01,9.99,9.99,0
CUST_000055,2024-09-01,9.99,9.99,0
CUST_000055,2024-10-01,9.99,9.99,0
CUST_000055,2024-11-01,9.99,9.99,0
CUST_000055,2024-12-01,9.99,9.99,0
CUST_000056,2024-01-01,15.49,15.49,0
CUST_000056,2024-02-01,15.49,15.49,0
CUST_000056,2024-03-01,15.49,15.49,0
CUST_000056,2024-04-01,15.49,15.49,0
CUST_000056,2024-05-01,15.49,15.49,0
CUST_000056,2024-06-01,15.49,15.49,0
CUST_000056,2024-07-01,15.49,15.49,0
CUST_000056,2024-08-01,15.49,15.49,0
CUST_000056,2024-09-01,15.49,15.49,0
CUST_000056,2024-10-01,15.49,15.49,0
CUST_000056,2024-11-01,15.49,15.49,0
CUST_000056,2024-12-01,15.49,15.49,0
CUST_000057,2024-01-01,9.99,9.99,0
