customer_id,age,gender,country,join_date,membership_type,devices_owned,profile_count,churn,churn_date,tenure_days,is_active
CUST_0000053,26,Male,CA,2024-11-24,Premium,4,4,1,2024-11-24,0,0
CUST_0000054,43,Female,IN,2023-08-09,Standard,2,1,1,2023-08-09,0,0
CUST_0000055,19,Female,IN,2023-02-26,Basic,4,3,1,2023-02-26,0,0
CUST_0000056,37,Male,US,2025-08-06,Standard,1,2,1,2025-08-06,0,0
CUST_0000057,45,Male,US,2025-08-06,Basic,1,4,1,2025-08-06,0,0
CUST_0000058,64,Male,CA,2024-11-08,Standard,1,1,1,2024-11-09,1,0
CUST_0000059,24,Male,US,2025-08-08,Premium,3,3,1,2025-08-08,0,0
CUST_0000060,61,Male,US,2023-01-13,Standard,4,4,1,2023-01-14,1,0
CUST_0000061,25,Male,US,2025-03-23,Basic,3,3,1,2025-03-23,0,0
CUST_0000062,64,Female,AU,2022-05-08,Basic,1,2,1,2022-05-08,0,0
CUST_0000063,52,Female,BR,2023-03-09,Premium,4,1,1,2023-03-09,0,0
CUST_0000064,31,Female,US,2024-02-16,Basic,3,3,1,2024-02-16,0,0
CUST_0000065,34,Female,US,2024-03-24,Standard,1,1,1,2024-03-24,0,0
CUST_0000066,53,Male,BR,2025-07-17,Standard,1,3,1,2025-07-18,1,0
CUST_0000067,67,Male,CA,2023-05-30,Standard,4,1,1,2023-05-30,0,0
CUST_0000068,57,Female,BR,2025-07-05,Premium,4,1,1,2025-07-07,2,0
CUST_0000069,21,Male,AU,2025-09-27,Basic,2,4,1,2025-09-27,0,0
CUST_0000070,19,Other,IN,2023-05-17,Standard,4,3,1,2023-05-17,0,0
CUST_0000071,23,Female,US,2024-09-15,Standard,1,3,1,2024-09-15,0,0
CUST_0000072,59,Female,BR,2023-02-21,Basic,2,1,1,2023-02-21,0,0
CUST_0000073,21,Other,AU,2022-04-10,Basic,2,1,1,2022-04-10,0,0
CUST_0000074,46,Male,IN,2025-11-18,Standard,4,4,1,2026-01-01,44,0
CUST_0000075,35,Male,IN,2024-05-28,Basic,1,2,1,2024-05-28,0,0
CUST_0000076,43,Female,US,2024-12-12,Premium,3,3,1,2024-12-12,0,0
CUST_0000077,61,Male,CA,2023-03-04,Basic,1,1,1,2023-03-04,0,0
CUST_0000078,51,Female,BR,2023-11-09,Basic,1,4,1,2023-11-09,0,0
CUST_0000079,27,Male,AU,2022-05-29,Basic,4,1,1,2022-05-29,0,0
CUST_0000080,53,Female,IN,2023-11-06,Basic,3,3,1,2023-11-06,0,0
CUST_0000081,31,Female,BR,2023-03-27,Standard,2,4,1,2023-03-27,0,0
CUST_0000082,48,Female,US,2023-06-18,Basic,3,4,1,2023-06-18,0,0
CUST_0000083,65,Male,US,2023-06-16,Standard,4,1,1,2023-06-16,0,0
CUST_0000084,32,Male,UK,2024-05-17,Premium,1,1,1,2024-05-19,2,0
CUST_0000085,25,Female,US,2023-12-24,Standard,1,2,1,2023-12-24,0,0
CUST_0000086,31,Male,IN,2025-10-21,Basic,3,2,1,2025-10-21,0,0
CUST_0000087,40,Female,US,2025-09-09,Premium,3,3,1,2025-09-09,0,0
CUST_0000088,57,Female,BR,2024-05-13,Basic,4,3,1,2024-05-13,0,0
CUST_0000089,38,Female,DE,2024-03-29,Standard,3,4,1,2024-03-29,0,0
CUST_0000090,33,Female,UK,2022-09-03,Standard,4,3,1,2022-09-03,0,0
CUST_0000091,62,Male,US,2022-06-03,Basic,2,2,1,2022-06-03,0,0
CUST_0000092,35,Female,IN,2022-09-03,Premium,3,2,1,2022-09-03,0,0
CUST_0000093,64,Female,AU,2024-03-25,Basic,1,2,1,2024-03-25,0,0
CUST_0000094,41,Male,IN,2024-12-02,Standard,3,1,1,2024-12-02,0,0
CUST_0000095,43,Other,US,2023-01-28,Basic,1,2,1,2023-01-28,0,0
CUST_0000096,42,Male,US,2022-06-12,Standard,2,2,1,2022-06-12,0,0
CUST_0000097,62,Male,US,2023-04-11,Standard,2,3,1,2023-04-12,1,0
CUST_0000098,58,Male,US,2023-05-27,Basic,3,2,1,2023-05-27,0,0
CUST_0000099,46,Other,DE,2025-03-16,Standard,4,2,1,2025-03-16,0,0
CUST_0000100,32,Male,DE,2024-04-27,Standard,1,1,1,2024-04-27,0,0
CUST_0000101,62,Female,US,2025-03-25,Standard,2,2,1,2025-03-25,0,0
CUST_0000102,18,Female,US,2023-05-30,Standard,3,3,1,2023-05-30,0,0
CUST_0000103,42,Male,US,2022-05-26,Standard,2,1,1,2022-05-26,0,0
CUST_0000104,24,Male,AU,2025-07-16,Basic,3,4,1,2025-07-16,0,0
CUST_0000105,26,Female,UK,2025-06-21,Standard,1,2,1,2025-06-21,0,0
CUST_0000106,41,Male,IN,2022-10-23,Standard,3,2,1,2022-10-23,0,0
CUST_0000107,18,Female,CA,2024-03-17,Standard,1,2,1,2024-03-17,0,0
CUST_0000108,61,Male,IN,2022-11-10,Premium,2,4,1,2022-11-12,2,0
CUST_0000109,25,Female,CA,2023-07-23,Basic,1,1,1,2023-07-23,0,0
CUST_0000110,41,Female,US,2022-10-07,Basic,1,1,1,2022-10-07,0,0
CUST_0000111,28,Male,IN,2023-04-22,Basic,4,2,1,2023-04-22,0,0
CUST_0000112,68,Male,IN,2025-02-16,Basic,2,4,1,2025-02-16,0,0
CUST_0000113,34,Male,US,2023-06-18,Basic,1,3,1,2023-06-18,0,0
CUST_0000114,25,Male,US,2023-04-19,Premium,4,4,1,2023-04-19,0,0
CUST_0000115,52,Female,CA,2022-07-31,Basic,4,2,1,2022-07-31,0,0
CUST_0000116,52,Female,CA,2023-12-29,Standard,1,4,1,2023-12-29,0,0
CUST_0000117,50,Male,IN,2023-08-11,Basic,3,1,1,2023-08-11,0,0
CUST_0000118,22,Female,AU,2025-04-04,Standard,1,1,1,2025-04-04,0,0
CUST_0000119,59,Female,US,2023-04-25,Premium,3,1,1,2023-04-26,1,0
CUST_0000120,56,Male,US,2025-11-07,Basic,1,3,1,2025-11-07,0,0
CUST_0000121,58,Male,US,2022-03-02,Premium,2,4,1,2022-03-02,0,0
CUST_0000122,45,Female,UK,2025-07-26,Premium,4,2,1,2025-07-27,1,0
CUST_0000123,24,Female,CA,2024-02-11,Standard,1,2,1,2024-02-11,0,0
CUST_0000124,26,Female,BR,2023-08-11,Basic,1,1,1,2023-08-11,0,0
CUST_0000125,25,Female,US,2022-07-28,Standard,1,2,1,2022-07-28,0,0
CUST_0000126,29,Male,IN,2022-02-06,Premium,3,3,1,2022-02-06,0,0
CUST_0000127,51,Female,DE,2023-08-28,Basic,2,4,1,2023-08-28,0,0
CUST_0000128,50,Female,AU,2025-03-03,Standard,2,3,1,2025-03-04,1,0
CUST_0000129,65,Female,AU,2023-02-16,Basic,1,4,1,2023-02-16,0,0
CUST_0000130,40,Male,BR,2023-10-10,Basic,4,4,1,2023-10-10,0,0
CUST_0000131,41,Male,AU,2024-01-05,Premium,4,4,1,2024-01-05,0,0
CUST_0000132,54,Male,US,2025-03-17,Standard,1,2,1,2025-03-17,0,0
CUST_0000133,52,Other,US,2024-06-30,Basic,3,2,1,2024-06-30,0,0
CUST_0000134,61,Male,US,2025-11-21,Standard,4,2,1,2025-11-22,1,0
CUST_0000135,57,Male,BR,2025-06-29,Basic,2,2,1,2025-06-29,0,0
CUST_0000136,39,Male,AU,2023-05-22,Basic,4,2,1,2023-05-22,0,0
CUST_0000137,44,Male,US,2025-06-21,Standard,4,2,1,2025-06-21,0,0
CUST_0000138,52,Female,IN,2024-04-09,Standard,1,1,1,2024-04-09,0,0
CUST_0000139,18,Female,BR,2024-08-30,Basic,4,1,1,2024-08-30,0,0
CUST_0000140,52,Female,AU,2025-10-22,Basic,1,1,1,2025-11-01,10,0
CUST_0000141,54,Male,IN,2023-03-26,Standard,2,3,1,2023-03-26,0,0
CUST_0000142,64,Female,AU,2022-04-30,Premium,4,3,1,2022-05-01,1,0
CUST_0000143,31,Male,US,2025-08-25,Premium,1,3,1,2025-08-25,0,0
CUST_0000144,20,Male,US,2023-09-26,Basic,1,4,1,2023-09-26,0,0
CUST_0000145,18,Male,UK,2022-07-31,Standard,2,4,1,2022-07-31,0,0
CUST_0000146,22,Male,CA,2022-10-11,Premium,4,3,1,2022-10-11,0,0
CUST_0000147,43,Male,US,2025-07-01,Standard,3,1,1,2025-07-02,1,0
CUST_0000148,31,Female,BR,2025-07-10,Premium,4,2,1,2025-07-10,0,0
CUST_0000149,56,Female,BR,2022-10-04,Premium,1,2,1,2022-10-06,2,0
CUST_0000150,44,Female,BR,2024-11-30,Basic,1,2,1,2024-11-30,0,0
CUST_0000151,26,Male,US,2024-08-26,Basic,2,4,1,2024-08-26,0,0
CUST_0000152,32,Male,UK,2025-10-19,Basic,2,3,1,2025-10-20,1,0
CUST_0000153,32,Male,CA,2024-06-24,Basic,3,1,1,2024-06-24,0,0
CUST_0000154,43,Other,US,2023-06-27,Premium,3,2,1,2023-06-28,1,0
CUST_0000155,59,Female,IN,2023-04-06,Premium,1,3,1,2023-04-07,1,0
CUST_0000156,30,Female,US,2023-03-29,Basic,3,3,1,2023-03-29,0,0
CUST_0000157,68,Male,US,2025-08-31,Standard,3,4,1,2025-08-31,0,0
CUST_0000158,49,Female,BR,2022-12-26,Standard,3,4,1,2022-12-27,1,0
CUST_0000159,56,Male,US,2025-06-11,Basic,4,4,1,2025-06-11,0,0
CUST_0000160,66,Female,AU,2024-07-22,Standard,4,4,1,2024-07-23,1,0
CUST_0000161,69,Female,UK,2024-12-02,Premium,1,3,1,2024-12-02,0,0
CUST_0000162,49,Other,AU,2025-06-05,Basic,4,4,1,2025-06-05,0,0
CUST_0000163,21,Female,US,2023-10-08,Basic,3,2,1,2023-10-08,0,0
CUST_0000164,47,Male,IN,2025-09-18,Basic,3,1,1,2025-09-18,0,0
CUST_0000165,54,Other,US,2023-10-31,Basic,3,4,1,2023-10-31,0,0
CUST_0000166,40,Female,DE,2022-07-25,Basic,4,2,1,2022-07-25,0,0
CUST_0000167,56,Male,CA,2022-03-30,Standard,2,1,1,2022-03-30,0,0
CUST_0000168,62,Male,US,2024-07-24,Standard,3,4,1,2024-07-24,0,0
CUST_0000169,32,Male,DE,2025-01-27,Standard,3,4,1,2025-01-27,0,0
CUST_0000170,60,Male,CA,2024-11-26,Basic,2,1,1,2024-11-26,0,0
CUST_0000171,46,Male,US,2023-01-09,Basic,2,2,1,2023-01-09,0,0
CUST_0000172,53,Female,CA,2025-11-15,Premium,1,2,0,,49,1
CUST_0000173,30,Male,IN,2023-01-27,Premium,1,3,1,2023-01-27,0,0
CUST_0000174,49,Male,US,2023-12-12,Basic,4,3,1,2023-12-12,0,0
CUST_0000175,24,Female,CA,2024-09-20,Basic,2,4,1,2024-09-20,0,0
CUST_0000176,68,Female,US,2025-10-11,Premium,1,2,0,,84,1
CUST_0000177,39,Female,IN,2022-02-24,Basic,3,2,1,2022-02-24,0,0
CUST_0000178,45,Male,BR,2024-08-01,Basic,1,4,1,2024-08-01,0,0
CUST_0000179,19,Female,CA,2024-01-25,Standard,3,1,1,2024-01-25,0,0
CUST_0000180,59,Female,CA,2023-08-09,Basic,3,1,1,2023-08-09,0,0
CUST_0000181,62,Male,US,2022-11-10,Basic,3,3,1,2022-11-10,0,0
CUST_0000182,23,Male,US,2025-02-01,Standard,4,4,1,2025-02-01,0,0
CUST_0000183,45,Female,US,2022-01-16,Standard,2,1,1,2022-01-16,0,0
CUST_0000184,45,Female,UK,2025-12-03,Premium,4,4,0,,31,1
CUST_0000185,61,Other,UK,2022-01-29,Premium,1,2,1,2022-01-29,0,0
CUST_0000186,61,Female,AU,2024-02-15,Basic,1,1,1,2024-02-15,0,0
CUST_0000187,37,Female,US,2022-12-22,Basic,2,1,1,2022-12-22,0,0
CUST_0000188,47,Female,IN,2025-11-03,Standard,2,1,1,2025-11-06,3,0
CUST_0000189,28,Male,UK,2023-11-26,Standard,1,2,1,2023-11-26,0,0
CUST_0000190,45,Male,UK,2023-07-18,Basic,2,3,1,2023-07-18,0,0
CUST_0000191,42,Male,DE,2023-05-26,Basic,2,4,1,2023-05-26,0,0
CUST_0000192,56,Female,US,2022-12-13,Basic,3,1,1,2022-12-13,0,0
CUST_0000193,50,Female,US,2024-04-24,Standard,4,2,1,2024-04-24,0,0
CUST_0000194,18,Female,IN,2024-07-10,Basic,4,1,1,2024-07-10,0,0
CUST_0000195,44,Male,US,2022-01-25,Premium,4,4,1,2022-01-25,0,0
CUST_0000196,69,Female,US,2022-04-02,Basic,3,4,1,2022-04-02,0,0
CUST_0000197,30,Male,US,2022-11-25,Premium,3,1,1,2022-11-25,0,0
CUST_0000198,58,Male,US,2024-08-29,Premium,2,2,1,2024-08-29,0,0
CUST_0000199,20,Female,IN,2023-08-25,Standard,2,1,1,2023-08-25,0,0
CUST_0000200,56,Female,US,2022-12-08,Standard,3,2,1,2022-12-08,0,0
CUST_0000201,23,Other,CA,2024-06-15,Standard,3,3,1,2024-06-15,0,0
CUST_0000202,25,Male,UK,2023-01-31,Basic,1,1,1,2023-01-31,0,0
CUST_0000203,44,Female,UK,2023-06-26,Basic,3,2,1,2023-06-26,0,0
CUST_0000204,26,Male,AU,2023-06-10,Standard,3,1,1,2023-06-10,0,0
CUST_0000205,54,Male,US,2025-12-01,Standard,4,4,1,2025-12-01,0,0
CUST_0000206,50,Female,AU,2025-02-27,Standard,1,4,1,2025-02-27,0,0
CUST_0000207,68,Female,IN,2025-02-28,Standard,4,1,1,2025-02-28,0,0
CUST_0000208,59,Female,BR,2025-03-18,Standard,4,1,1,2025-03-18,0,0
CUST_0000209,61,Male,CA,2025-07-23,Standard,1,2,1,2025-07-23,0,0
CUST_0000210,41,Female,UK,2025-05-04,Standard,1,2,1,2025-05-04,0,0
CUST_0000211,32,Male,DE,2023-02-13,Standard,1,4,1,2023-02-13,0,0
CUST_0000212,49,Female,DE,2024-06-01,Premium,2,2,1,2024-06-02,1,0
CUST_0000213,49,Male,US,2022-03-12,Standard,1,4,1,2022-03-12,0,0
CUST_0000214,41,Male,US,2025-05-07,Standard,4,3,1,2025-05-07,0,0
CUST_0000215,58,Female,UK,2023-06-29,Standard,1,1,1,2023-06-29,0,0
CUST_0000216,69,Other,AU,2024-03-29,Standard,2,2,1,2024-03-29,0,0
CUST_0000217,66,Male,US,2023-08-25,Standard,4,4,1,2023-08-25,0,0
CUST_0000218,66,Male,IN,2025-01-18,Basic,1,4,1,2025-01-18,0,0
CUST_0000219,69,Female,BR,2024-06-03,Premium,1,1,1,2024-06-04,1,0
CUST_0000220,29,Male,BR,2024-04-26,Basic,4,1,1,2024-04-26,0,0
CUST_0000221,56,Male,IN,2024-02-26,Basic,4,1,1,2024-02-26,0,0
CUST_0000222,19,Male,CA,2024-08-09,Basic,1,2,1,2024-08-09,0,0
CUST_0000223,20,Male,AU,2022-01-01,Basic,2,3,1,2022-01-01,0,0
CUST_0000224,66,Female,IN,2025-04-05,Standard,4,3,1,2025-04-05,0,0
CUST_0000225,54,Female,BR,2023-07-03,Standard,3,3,1,2023-07-04,1,0
CUST_0000226,66,Female,US,2024-08-25,Premium,1,3,1,2024-08-25,0,0
CUST_0000227,34,Other,IN,2023-08-14,Basic,4,4,1,2023-08-14,0,0
CUST_0000228,66,Male,US,2025-06-19,Basic,4,2,1,2025-06-19,0,0
CUST_0000229,19,Male,US,2022-05-14,Basic,1,3,1,2022-05-14,0,0
CUST_0000230,19,Male,BR,2025-06-29,Standard,1,3,1,2025-06-29,0,0
CUST_0000231,45,Male,UK,2024-05-18,Premium,1,2,1,2024-05-19,1,0
CUST_0000232,40,Male,IN,2024-11-11,Standard,2,2,1,2024-11-11,0,0
CUST_0000233,54,Other,US,2023-12-31,Basic,3,1,1,2023-12-31,0,0
CUST_0000234,49,Female,IN,2024-12-31,Premium,4,1,1,2025-01-02,2,0
CUST_0000235,50,Male,CA,2023-06-05,Basic,1,3,1,2023-06-05,0,0
CUST_0000236,18,Female,IN,2024-06-27,Standard,1,4,1,2024-06-27,0,0
CUST_0000237,36,Female,US,2024-03-06,Standard,2,1,1,2024-03-06,0,0
CUST_0000238,19,Other,BR,2023-05-16,Basic,3,2,1,2023-05-16,0,0
CUST_0000239,61,Female,DE,2025-08-24,Basic,4,1,1,2025-08-24,0,0
CUST_0000240,43,Female,US,2022-09-08,Basic,3,1,1,2022-09-08,0,0
CUST_0000241,49,Female,US,2024-06-23,Premium,3,2,1,2024-06-24,1,0
CUST_0000242,23,Female,IN,2025-05-12,Standard,1,3,1,2025-05-12,0,0
CUST_0000243,49,Female,IN,2022-01-08,Premium,1,1,1,2022-01-08,0,0
CUST_0000244,21,Male,BR,2022-04-18,Standard,1,1,1,2022-04-18,0,0
CUST_0000245,28,Male,IN,2024-03-27,Standard,2,3,1,2024-03-27,0,0
CUST_0000246,34,Female,CA,2023-06-07,Standard,2,1,1,2023-06-07,0,0
CUST_0000247,55,Male,CA,2025-10-28,Premium,2,4,0,,67,1
CUST_0000248,41,Male,US,2023-01-21,Basic,1,3,1,2023-01-21,0,0
CUST_0000249,22,Female,US,2022-07-02,Basic,1,4,1,2022-07-02,0,0
CUST_0000250,69,Male,IN,2025-08-25,Standard,1,2,1,2025-08-25,0,0
CUST_0000251,51,Female,US,2024-07-10,Premium,3,4,1,2024-07-11,1,0
CUST_0000252,23,Female,AU,2025-04-17,Premium,2,2,1,2025-04-17,0,0
CUST_0000253,39,Other,DE,2024-10-11,Standard,2,3,1,2024-10-11,0,0
CUST_0000254,28,Female,DE,2025-06-04,Basic,3,2,1,2025-06-04,0,0
CUST_0000255,65,Male,AU,2024-11-01,Basic,4,2,1,2024-11-02,1,0
CUST_0000256,33,Female,CA,2025-06-27,Premium,3,2,1,2025-06-28,1,0
CUST_0000257,50,Female,DE,2025-11-01,Standard,3,2,1,2025-11-01,0,0
CUST_0000258,26,Other,US,2022-07-17,Basic,1,4,1,2022-07-17,0,0
CUST_0000259,23,Male,US,2022-02-06,Premium,4,2,1,2022-02-06,0,0
CUST_0000260,33,Male,BR,2024-06-11,Basic,3,2,1,2024-06-11,0,0
CUST_0000261,46,Female,US,2023-02-25,Standard,4,1,1,2023-02-25,0,0
CUST_0000262,20,Male,AU,2024-10-28,Standard,4,1,1,2024-10-29,1,0
CUST_0000263,37,Female,IN,2022-06-14,Basic,1,1,1,2022-06-14,0,0
CUST_0000264,53,Male,BR,2022-04-30,Basic,4,2,1,2022-04-30,0,0
CUST_0000265,36,Male,US,2024-01-14,Basic,1,1,1,2024-01-14,0,0
CUST_0000266,43,Male,IN,2023-01-07,Standard,2,4,1,2023-01-09,2,0
CUST_0000267,20,Male,US,2022-08-21,Standard,3,3,1,2022-08-21,0,0
CUST_0000268,36,Female,DE,2022-10-14,Basic,1,3,1,2022-10-14,0,0
CUST_0000269,37,Other,US,2024-01-08,Premium,1,3,1,2024-01-08,0,0
CUST_0000270,49,Male,IN,2025-11-19,Basic,3,1,1,2025-11-20,1,0
CUST_0000271,24,Female,US,2023-03-28,Basic,1,2,1,2023-03-28,0,0
CUST_0000272,69,Male,US,2023-10-19,Basic,4,3,1,2023-10-19,0,0
CUST_0000273,58,Female,UK,2025-07-19,Basic,1,4,1,2025-07-19,0,0
CUST_0000274,50,Male,US,2025-08-02,Premium,1,1,1,2025-08-03,1,0
CUST_0000275,57,Female,BR,2024-11-28,Basic,4,1,1,2024-11-29,1,0
CUST_0000276,56,Female,US,2024-08-22,Standard,3,4,1,2024-08-22,0,0
CUST_0000277,35,Female,US,2023-01-07,Premium,1,2,1,2023-01-07,0,0
CUST_0000278,57,Female,IN,2023-07-03,Standard,2,2,1,2023-07-04,1,0
CUST_0000279,18,Female,US,2024-09-29,Basic,3,4,1,2024-09-29,0,0
CUST_0000280,28,Other,CA,2025-12-04,Premium,2,4,1,2025-12-06,2,0
CUST_0000281,45,Female,DE,2025-07-03,Standard,2,1,1,2025-07-03,0,0
CUST_0000282,42,Female,US,2023-04-21,Basic,2,4,1,2023-04-21,0,0
CUST_0000283,67,Female,US,2022-07-30,Standard,1,2,1,2022-07-31,1,0
CUST_0000284,40,Male,US,2023-02-09,Premium,4,2,1,2023-02-10,1,0
CUST_0000285,48,Female,CA,2023-08-27,Standard,1,2,1,2023-08-27,0,0
CUST_0000286,47,Male,UK,2023-09-04,Standard,2,2,1,2023-09-04,0,0
CUST_0000287,59,Female,CA,2025-11-19,Premium,2,2,1,2026-01-01,43,0
CUST_0000288,52,Female,BR,2023-08-04,Standard,4,1,1,2023-08-04,0,0
CUST_0000289,24,Female,US,2025-02-27,Basic,3,4,1,2025-02-27,0,0
CUST_0000290,33,Male,CA,2022-01-25,Basic,2,4,1,2022-01-25,0,0
CUST_0000291,43,Male,CA,2023-09-19,Standard,1,3,1,2023-09-20,1,0
CUST_0000292,65,Female,IN,2025-01-18,Basic,2,1,1,2025-01-18,0,0
CUST_0000293,69,Other,AU,2025-07-20,Premium,2,1,1,2025-07-21,1,0
CUST_0000294,66,Male,UK,2022-12-07,Standard,3,1,1,2022-12-07,0,0
CUST_0000295,19,Male,AU,2022-07-31,Standard,4,1,1,2022-07-31,0,0
CUST_0000296,18,Female,US,2024-07-02,Standard,2,1,1,2024-07-02,0,0
CUST_0000297,65,Female,US,2025-10-03,Standard,3,2,1,2025-10-03,0,0
CUST_0000298,29,Male,US,2023-08-11,Basic,3,3,1,2023-08-11,0,0
CUST_0000299,22,Male,CA,2022-10-23,Basic,2,2,1,2022-10-23,0,0
CUST_0000300,54,Male,US,2025-11-14,Standard,2,3,1,2025-11-14,0,0
CUST_0000301,49,Other,US,2025-01-16,Premium,4,1,1,2025-01-18,2,0
CUST_0000302,26,Male,CA,2024-10-06,Standard,1,1,1,2024-10-06,0,0
CUST_0000303,58,Male,US,2023-03-03,Basic,1,4,1,2023-03-03,0,0
CUST_0000304,52,Male,US,2024-08-23,Basic,4,1,1,2024-08-23,0,0
CUST_0000305,36,Male,US,2024-07-01,Premium,3,1,1,2024-07-01,0,0
CUST_0000306,65,Female,DE,2025-04-08,Premium,3,1,1,2025-04-08,0,0
CUST_0000307,33,Male,US,2025-03-16,Basic,4,1,1,2025-03-16,0,0
CUST_0000308,20,Male,BR,2025-06-17,Standard,1,1,1,2025-06-17,0,0
CUST_0000309,37,Female,IN,2022-02-24,Standard,3,3,1,2022-02-24,0,0
CUST_0000310,41,Male,CA,2024-02-04,Standard,1,4,1,2024-02-04,0,0
CUST_0000311,50,Male,US,2024-05-30,Premium,3,1,1,2024-05-30,0,0
CUST_0000312,41,Female,CA,2024-04-16,Basic,1,1,1,2024-04-16,0,0
CUST_0000313,69,Female,IN,2025-08-15,Standard,4,1,1,2025-08-15,0,0
CUST_0000314,28,Female,CA,2023-07-16,Basic,1,3,1,2023-07-16,0,0
CUST_0000315,66,Female,US,2023-12-26,Basic,3,3,1,2023-12-26,0,0
CUST_0000316,25,Female,US,2022-01-04,Standard,3,4,1,2022-01-04,0,0
CUST_0000317,53,Male,DE,2022-12-30,Basic,3,1,1,2022-12-30,0,0
CUST_0000318,55,Female,CA,2025-08-08,Standard,2,4,1,2025-08-08,0,0
CUST_0000319,57,Female,IN,2025-11-13,Basic,2,2,1,2025-11-13,0,0
